id,typ,city,name,status,old_website,new_website,action
326,GOPS,boronow,"Gminny Ośrodek Pomocy Społecznej w Boronowie",NOT_FOUND,,,MANUAL
330,GOPS,koszecin,"Gminny Ośrodek Pomocy Społecznej w Koszęcinie",NOT_FOUND,,,MANUAL
331,MOPS,lubliniec,"Miejski Ośrodek Pomocy Społecznej w Lublińcu",NOT_FOUND,,,MANUAL
333,GOPS,wozniki,"Miejsko-Gminny Ośrodek Pomocy Społecznej w Woźnikach",NOT_FOUND,,,MANUAL
334,CUS,laziska gorne,"Centrum Usług Społecznych w Łaziskach Górnych",NOT_FOUND,,,MANUAL
335,MOPS,mikolow,"Miejski Ośrodek Pomocy Społecznej w Mikołowie",NOT_FOUND,,,MANUAL
337,MOPS,orzesze,"Miejski Ośrodek Pomocy Społecznej w Orzeszu",NOT_FOUND,,,MANUAL
338,GOPS,wyry,"Gminny Ośrodek Pomocy Społecznej w Wyrach",NOT_FOUND,,,MANUAL
339,MOPS,myslowice,"Miejski Ośrodek Pomocy Społecznej w Mysłowicach",NOT_FOUND,,,MANUAL
340,MOPS,kozieglowy,"Gminno-Miejski Ośrodek Pomocy Społecznej w Koziegłowach",NOT_FOUND,,,MANUAL
341,MOPS,myszkow,"Miejski Ośrodek Pomocy Społecznej w Myszkowie",NOT_FOUND,,,MANUAL
343,GOPS,poraj,"Gminny Ośrodek Pomocy Społecznej w Poraju",NOT_FOUND,,,MANUAL
344,GOPS,zarki,"Gminny Ośrodek Pomocy Społecznej w Żarkach",NOT_FOUND,,,MANUAL
345,MOPS,piekary slaskie,"Miejski Ośrodek Pomocy Rodzinie w Piekarach Śląskich",NOT_FOUND,,,MANUAL
346,GOPS,goczalkowice-zdroj,"Ośrodek Pomocy Społecznej w Goczałkowicach-Zdroju",NOT_FOUND,,,MANUAL
347,GOPS,kobior,"Gminny Ośrodek Pomocy Społecznej w Kobiórze",NOT_FOUND,,,MANUAL
348,GOPS,wola,"Gminny Ośrodek Pomocy Społecznej w Miedźnej zs. w Woli",NOT_FOUND,,,MANUAL
350,GOPS,pszczyna,"Ośrodek Pomocy Społecznej w Pszczynie",NOT_FOUND,,,MANUAL
353,GOPS,krzanowice,"Gminny Ośrodek Pomocy Społecznej w Krzanowicach",NOT_FOUND,,,MANUAL
355,MOPS,kuznia raciborska,"Miejski Ośrodek Pomocy Społecznej w Kuźni Raciborskiej",NOT_FOUND,,,MANUAL
356,GOPS,nedza,"Gminny Ośrodek Pomocy Społecznej w Nędzy",NOT_FOUND,,,MANUAL
357,GOPS,pietrowice wielkie,"Gminny Ośrodek Pomocy Społecznej w Pietrowicach Wielkich",NOT_FOUND,,,MANUAL
358,GOPS,raciborz,"Ośrodek Pomocy Społecznej w Raciborzu",NOT_FOUND,,,MANUAL
359,GOPS,rudnik,"Gminny Ośrodek Pomocy Społecznej w Rudniku",NOT_FOUND,,,MANUAL
360,MOPS,ruda slaska,"Miejski Ośrodek Pomocy Społecznej w Rudzie Śląskiej",NOT_FOUND,,,MANUAL
361,GOPS,czerwionka-leszczyny,"Ośrodek Pomocy Społecznej w Czerwionce-Leszczynach",NOT_FOUND,,,MANUAL
366,GOPS,rybnik,"Ośrodek Pomocy Społecznej w Rybniku",NOT_FOUND,,,MANUAL
367,MOPS,siemianowice slaskie,"Miejski Ośrodek Pomocy Społecznej Siemianowice Śląskie",NOT_FOUND,,,MANUAL
370,MOPS,kalety,"Miejski Ośrodek Pomocy Społecznej w Kaletach",NOT_FOUND,,,MANUAL
371,GOPS,krupski mlyn,"Gminny Ośrodek Pomocy Społecznej w Krupskim Młynie",NOT_FOUND,,,MANUAL
372,MOPS,miasteczko slaskie,"Miejski Ośrodek Pomocy Społecznej w Miasteczku Śląskim",NOT_FOUND,,,MANUAL
376,MOPS,tarnowskie gory,"Miejski Ośrodek Pomocy Społecznej w Tarnowskich Górach",NOT_FOUND,,,MANUAL
378,GOPS,kamieniec,"Gminny Ośrodek Pomocy Społecznej w Zbrosławicach",NOT_FOUND,,,MANUAL
379,MOPS,tychy,"Miejski Ośrodek Pomocy Społecznej w Tychach",NOT_FOUND,,,MANUAL
382,GOPS,lubomia,"Ośrodek Pomocy Społecznej w Lubomi",NOT_FOUND,,,MANUAL
387,MOPS,rydultowy,"Miejski Ośrodek Pomocy Społecznej w Rydułtowach",NOT_FOUND,,,MANUAL
388,MOPS,wodzislaw slaski,"Miejski Ośrodek Pomocy Społecznej w Wodzisławiu Śląskim",NOT_FOUND,,,MANUAL
389,MOPS,zabrze,"Miejski Ośrodek Pomocy Rodzinie w Zabrzu",NOT_FOUND,,,MANUAL
392,GOPS,lazy,"Ośrodek Pomocy Społecznej w Łazach",NOT_FOUND,,,MANUAL
393,GOPS,ogrodzieniec,"Ośrodek Pomocy Społecznej w Ogrodzieńcu",NOT_FOUND,,,MANUAL
394,GOPS,pilica,"Ośrodek Pomocy Społecznej w Pilicy",NOT_FOUND,,,MANUAL
396,GOPS,szczekociny,"Gminny Ośrodek Pomocy Społecznej w Szczekocinach",NOT_FOUND,,,MANUAL
400,MOPS,zory,"Miejski Ośrodek Pomocy Społecznej w Żorach",NOT_FOUND,,,MANUAL
401,GOPS,gilowice,"Gminny Ośrodek Pomocy Społecznej w Gilowicach",NOT_FOUND,,,MANUAL
402,GOPS,jelesnia,"Gminny Ośrodek Pomocy Społecznej w Jeleśni",NOT_FOUND,,,MANUAL
403,GOPS,koszarawa,"Gminny Ośrodek Pomocy Społecznej w Koszarawie",NOT_FOUND,,,MANUAL
404,GOPS,lipowa,"Gminny Ośrodek Pomocy Społecznej w Lipowej",NOT_FOUND,,,MANUAL
407,GOPS,milowka,"Gminny Ośrodek Pomocy Społecznej w Milówce",NOT_FOUND,,,MANUAL
408,GOPS,wieprz,"Gminny Ośrodek Pomocy Społecznej Radziechowy-Wieprz",NOT_FOUND,,,MANUAL
409,GOPS,rajcza,"Gminny Ośrodek Pomocy Społecznej w Rajczy",NOT_FOUND,,,MANUAL
412,GOPS,ujsoly,"Gminny Ośrodek Pomocy Społecznej w Ujsołach",NOT_FOUND,,,MANUAL
413,GOPS,wegierska gorka,"Gminny Ośrodek Pomocy Społecznej w Węgierskiej Górce",NOT_FOUND,,,MANUAL
414,MOPS,zywiec,"Miejski Ośrodek Pomocy Społecznej w Żywcu",NOT_FOUND,,,MANUAL
