id,typ,city,name,status,old_website,new_website,action
303,GOPS,starcza,"Gminny Ośrodek Pomocy Społecznej w Starczy",NOT_FOUND,,,MANUAL
304,MOPS,dabrowa gornicza,"Miejski Ośrodek Pomocy Społecznej w Dąbrowie Górniczej",NOT_FOUND,,,MANUAL
305,GOPS,gliwice,"Ośrodek Pomocy Społecznej w Gliwicach",NOT_FOUND,,,MANUAL
309,GOPS,pyskowice,"Ośrodek Pomocy Społecznej w Pyskowicach",NOT_FOUND,,,MANUAL
311,GOPS,sosnicowice,"Ośrodek Pomocy Społecznej w Sośnicowicach",NOT_FOUND,,,MANUAL
313,GOPS,wielowies,"Ośrodek Pomocy Społecznej w Wielowsi",NOT_FOUND,,,MANUAL
314,GOPS,jastrzebie-zdroj,"Ośrodek Pomocy Społecznej w Jastrzębiu-Zdroju",NOT_FOUND,,,MANUAL
318,GOPS,krzepice,"Miejsko-Gminny Ośrodek Pomocy Społecznej w Krzepicach",NOT_FOUND,,,MANUAL
320,GOPS,miedzno,"Gminny Ośrodek Pomocy Społecznej w Miedźnie",NOT_FOUND,,,MANUAL
321,GOPS,opatow,"Gminny Ośrodek Pomocy Społecznej w Opatowie",NOT_FOUND,,,MANUAL
322,GOPS,panki,"Gminny Ośrodek Pomocy Społecznej w Pankach",NOT_FOUND,,,MANUAL
324,GOPS,przystajn,"Gminny Ośrodek Pomocy Społecznej w Przystaji",NOT_FOUND,,,MANUAL
325,GOPS,wreczyca wielka,"Gminny Ośrodek Pomocy Społecznej we Wręczycy Wielkiej",NOT_FOUND,,,MANUAL
