WOJ;POW;GMI;RODZ_GMI;RM;MZ;NAZWA;SYM;SYMPOD;STAN_NA
12;11;03;5;04;1;Szeligówka;0422416;0422416;2025-01-01
12;08;04;5;05;1;Cisie-Gajówka;0246385;0246385;2025-01-01
12;08;04;5;05;1;Podlesie;0246474;0246474;2025-01-01
12;11;03;5;04;1;Brzuchacze;0422327;0422327;2025-01-01
12;11;03;5;04;1;Chraca;0422474;0422474;2025-01-01
12;08;04;5;02;1;Książ Mały-Kolonia;0246570;0246570;2025-01-01
12;15;04;2;04;1;Zagrody;0419816;0419816;2025-01-01
12;10;11;5;04;1;Żegiestów-Zdrój;0454942;0454913;2025-01-01
12;07;11;2;04;1;Zaświercze;0467525;0467525;2025-01-01
12;12;05;5;04;1;Kogutek;0217969;0217969;2025-01-01
12;12;05;5;04;1;U Granic;0218383;0218383;2025-01-01
12;08;01;2;05;1;Gajówka;0233649;0233649;2025-01-01
12;15;07;2;05;1;U Kachla;0070503;0070503;2025-01-01
12;15;09;2;04;1;Paracowie;0079266;0079148;2025-01-01
12;06;04;2;04;1;Pod Skałą;0321402;0321402;2025-01-01
12;19;03;2;04;1;Poszyna;0321862;0321862;2025-01-01
12;19;03;2;05;1;Poszynka;0321879;0321879;2025-01-01
12;06;06;5;05;1;Za Białką;0324903;0324903;2025-01-01
12;01;07;2;05;1;Jodłówka;0830090;0830090;2025-01-01
12;15;09;2;04;1;Zarębki;0079272;0079148;2025-01-01
12;12;05;5;04;1;Kolonia Zimkówka;0217857;0217857;2025-01-01
12;19;03;2;05;1;Ptakówka;0321885;0321885;2025-01-01
12;06;06;5;04;1;Wrzosy;0324984;0324984;2025-01-01
12;12;07;5;04;1;Nadmłynie;0224053;0224053;2025-01-01
12;15;04;2;04;1;Do Kamieńskiego;0419667;0419667;2025-01-01
12;15;04;2;04;1;Staszkowie;0419785;0419785;2025-01-01
12;01;03;2;05;1;Olszyny;0317234;0317234;2025-01-01
12;06;04;2;04;1;Na Księżym Polu;0321394;0321394;2025-01-01
12;16;03;2;04;1;Zagórze;0822720;0822713;2025-01-01
12;16;12;2;05;1;Waryś;1051867;1051867;2025-01-01
12;13;03;5;05;1;Nowopole;0050720;0050720;2025-01-01
12;15;09;2;04;1;Żmijówka;0079059;0078812;2025-01-01
12;12;07;5;04;1;Buczyna;0224515;0224515;2025-01-01
12;11;07;2;04;1;Leśniczówka na Lniarce;0440785;0440762;2025-01-01
12;11;04;2;04;1;Kąty;0422936;0422876;2025-01-01
12;15;07;2;04;1;Podoły;0068630;0068430;2025-01-01
12;15;07;2;04;1;Chmiele;0070319;0069575;2025-01-01
12;15;07;2;04;1;Granica;0068601;0068430;2025-01-01
12;15;07;2;04;1;Podkoźle;0068624;0068430;2025-01-01
12;15;07;2;04;1;Zagrody;0069470;0069144;2025-01-01
12;15;07;2;04;1;Czubakówka;0068587;0068430;2025-01-01
12;15;07;2;04;1;Kadelówka;0068618;0068430;2025-01-01
12;15;07;2;04;1;Krale;0069440;0069144;2025-01-01
12;15;07;2;04;1;Mączne;0069486;0069144;2025-01-01
12;15;07;2;04;1;Lechówka;0070390;0069575;2025-01-01
12;15;07;2;04;1;Stachówka Górna;0070466;0069575;2025-01-01
12;15;07;2;04;1;Laliki;0069457;0069144;2025-01-01
12;15;07;2;04;1;Stachówka Dolna;0070450;0069575;2025-01-01
12;15;07;2;04;1;Górki;0068593;0068430;2025-01-01
12;14;05;5;04;1;Szreniawa;0331895;0331895;2025-01-01
12;18;09;5;04;1;Górnica;0074116;0073944;2025-01-01
12;18;09;5;04;1;Leniówka;0074613;0074547;2025-01-01
12;15;09;2;04;1;Cyrchel;0079007;0078812;2025-01-01
12;06;12;5;02;1;Nowa Wieś;0335976;0335930;2025-01-01
12;15;09;2;04;1;Jaworki;0079013;0078812;2025-01-01
12;15;05;2;04;1;Klimasowa;0431421;0431007;2025-01-01
12;15;09;2;04;1;Tarnawska Góra;0079036;0078812;2025-01-01
12;16;12;2;04;1;Polanka;1051778;0835740;2025-01-01
12;10;12;2;04;1;Góry;0455137;0454994;2025-01-01
12;16;05;5;04;1;Skałka;0827975;0827969;2025-01-01
12;07;04;2;04;1;Godusza;0430195;0430150;2025-01-01
12;10;09;2;04;1;Gronie;0447161;0447161;2025-01-01
12;10;05;2;04;1;Gracze;1050810;1050810;2025-01-01
12;12;07;5;04;1;Majorat;0224410;0224410;2025-01-01
12;15;04;2;04;1;Jarominy;0419673;0419673;2025-01-01
12;15;04;2;04;1;Malinowo;0419710;0419710;2025-01-01
12;11;07;2;05;1;Śmietanowa;0441023;0441023;2025-01-01
12;12;03;2;05;1;Posada;0212854;0212854;2025-01-01
12;15;05;2;05;1;Folwark;0432573;0432573;2025-01-01
12;15;09;2;04;1;U Kachla;0079042;0078812;2025-01-01
12;12;05;5;04;1;Czarny Las;0218153;0218153;2025-01-01
12;06;10;5;05;1;Popowiec-Leśniczówka;0334706;0334706;2025-01-01
12;11;05;2;04;1;Zawodzie;0429000;0429000;2025-01-01
12;12;07;5;04;1;Rędziny;0224426;0224426;2025-01-01
12;16;15;5;04;1;Studzienki;1051991;1051991;2025-01-01
12;11;04;2;04;1;Podbrzezie;1049178;1049178;2025-01-01
12;13;04;5;04;1;Owczarnia;0057508;0057508;2025-01-01
12;15;04;2;04;1;Górny Kardel;0419740;0419740;2025-01-01
12;10;09;2;04;1;Kluczniki;0447050;0447050;2025-01-01
12;07;09;2;04;1;Klupki;0450967;0450967;2025-01-01
12;08;05;5;04;1;Podleśna Wola Górna;0251570;0251570;2025-01-01
12;15;04;2;04;1;Podleśna;0419696;0419696;2025-01-01
12;15;06;5;04;1;Jurki;0061148;0061148;2025-01-01
12;08;05;5;02;1;Stare Lisiny;0251357;0251357;2025-01-01
12;08;05;5;02;1;Parcelacja;0251908;0251908;2025-01-01
12;10;04;2;04;1;Granice;0426816;0426710;2025-01-01
12;04;02;5;04;1;Podkaczówka;0817681;0817681;2025-01-01
12;11;10;2;04;1;Górniki;1049600;1049600;2025-01-01
12;18;01;5;04;1;Groń;0045050;0045050;2025-01-01
12;16;03;2;04;1;Brzozówka;0822340;0822340;2025-01-01
12;15;04;2;04;1;Migasy;0419680;0419680;2025-01-01
12;15;06;5;04;1;Judaszówka;0060692;0060692;2025-01-01
12;15;06;5;04;1;Gronie;0061119;0061119;2025-01-01
12;07;09;2;04;1;Klimkówka;0452328;0452328;2025-01-01
12;10;09;2;04;1;Górka;0445363;0445363;2025-01-01
12;10;09;2;04;1;Gródek;0447416;0447416;2025-01-01
12;10;14;2;04;1;Granica;0460807;0460807;2025-01-01
12;12;07;5;02;1;Piaski;0224060;0224060;2025-01-01
12;12;04;2;04;1;Młyny;0215054;0215054;2025-01-01
12;06;15;2;02;1;Kawiory;0341882;0341882;2025-01-01
12;13;04;5;04;1;Granica;0057490;0057490;2025-01-01
12;10;13;5;02;1;Niemcowa;0459454;0459454;2025-01-01
12;15;08;2;04;1;Stonów;0995276;0077356;2025-01-01
12;15;04;2;04;1;Wielka Polana;0419791;0419791;2025-01-01
12;13;04;5;04;1;Babuda;0057550;0057550;2025-01-01
12;12;05;5;02;1;Zadole Kosmolowskie;0217975;0217975;2025-01-01
12;11;09;2;04;1;Grapa;0457478;0457478;2025-01-01
12;01;05;2;04;1;Grobla;0994360;0994360;2025-01-01
12;15;08;2;04;1;Cyrchel;0994680;0077356;2025-01-01
12;15;03;2;04;1;Polany;0050162;0050162;2025-01-01
12;12;07;5;02;1;Kolonia Suska;0224030;0224030;2025-01-01
12;13;05;2;04;1;Karolina;0063555;0063555;2025-01-01
12;15;04;2;04;1;Stasinka;0419779;0419779;2025-01-01
12;13;04;5;04;1;Kuskowizna;0057572;0057572;2025-01-01
12;13;04;5;04;1;Buk;0057336;0057336;2025-01-01
12;12;07;5;02;1;Kolonia Chełmska;0224018;0224018;2025-01-01
12;13;06;2;04;1;Puściny;0063839;0063839;2025-01-01
12;06;05;2;02;1;Legionówka Goszycka;0322732;0322732;2025-01-01
12;15;08;2;04;1;Norczak;0078189;0078189;2025-01-01
12;17;03;2;04;1;Łysa Polana;0418426;0418426;2025-01-01
12;12;07;5;02;1;Wymysłów;0224834;0224834;2025-01-01
12;12;04;2;04;1;Borek;0214971;0214971;2025-01-01
12;12;04;2;04;1;Kobylica;0215315;0215315;2025-01-01
12;12;04;2;04;1;Zarole;0215090;0215090;2025-01-01
12;11;05;2;04;1;Danielki;0429861;0429861;2025-01-01
12;12;05;5;02;1;Pazurek;0218118;0218118;2025-01-01
12;12;05;5;02;1;Dworskie;0217840;0217840;2025-01-01
12;12;04;2;04;1;Godawica;0215290;0215290;2025-01-01
12;12;04;2;02;1;Zalesie Golczowskie;0215309;0215309;2025-01-01
12;12;04;2;04;1;Góry Bydlińskie;0214876;0214876;2025-01-01
12;13;07;2;04;1;Pasternik;0064359;0064359;2025-01-01
12;13;04;5;04;1;Sybir;0057603;0057603;2025-01-01
12;11;09;2;04;1;Obroczna;0457343;0457343;2025-01-01
12;13;04;5;04;1;Latonka;0057589;0057589;2025-01-01
12;13;05;2;04;1;Rzepowskie;0063590;0063590;2025-01-01
12;09;02;2;00;1;Gackowa;0441840;0441767;2025-01-01
12;09;08;2;00;1;Dziejce;1068129;0338236;2025-01-01
12;09;04;2;00;1;Ferdasówka;1067816;0331234;2025-01-01
12;09;04;2;00;1;Francuzowa;1067822;0331234;2025-01-01
12;09;04;2;00;1;Gancarze;0329941;0329898;2025-01-01
12;09;04;2;00;1;Garbieniowa;1067839;0331234;2025-01-01
12;07;13;2;00;1;Domki;0433383;0433265;2025-01-01
12;09;02;2;00;1;Bieńkowa;1067609;0442130;2025-01-01
12;09;08;2;00;1;Pod Hyrbem;1068299;0338236;2025-01-01
12;07;13;2;00;1;Doliny;0433377;0433265;2025-01-01
12;09;04;2;00;1;Bieńkowa;1067756;0331234;2025-01-01
12;09;02;2;00;1;Dwór;1068537;0441247;2025-01-01
12;09;02;2;00;1;Dziedzicowa;1068543;0441247;2025-01-01
12;07;13;2;00;1;Farony;0433390;0433265;2025-01-01
12;09;04;2;00;1;Błachutowa;0331257;0331234;2025-01-01
12;07;13;2;00;1;Flądrówka;0433408;0433265;2025-01-01
12;09;04;2;00;1;Bodziochy;1067779;0329898;2025-01-01
12;07;13;2;00;1;Gardonie;0433420;0433265;2025-01-01
12;07;13;2;00;1;Folwark;0433414;0433265;2025-01-01
12;09;04;2;00;1;Bochniowa;1067762;0331234;2025-01-01
12;09;02;2;00;1;Pod Banią;1067704;0441247;2025-01-01
12;09;04;2;00;1;Pierony;1067970;0329898;2025-01-01
12;07;13;2;00;1;Chlipały;0433325;0433265;2025-01-01
12;07;13;2;00;1;Buków;0433294;0433265;2025-01-01
12;07;13;2;00;1;Bukówka;0433302;0433265;2025-01-01
12;09;02;2;00;1;Piętkowa;0441454;0441247;2025-01-01
12;09;04;2;00;1;Pod Kotoniem;1067986;0329898;2025-01-01
12;07;13;2;00;1;Do Gierki;0433331;0433265;2025-01-01
12;09;08;2;00;1;Pod Lasem;1068307;0338756;2025-01-01
12;07;13;2;00;1;Do Grajki;0433348;0433265;2025-01-01
12;07;13;2;00;1;Do Obory;0433354;0433265;2025-01-01
12;09;04;2;00;1;Bylicowa;0331270;0331234;2025-01-01
12;09;04;2;00;1;Bystroniowa;1067785;0331234;2025-01-01
12;09;08;2;00;1;Chlebierzówka;1068081;0338756;2025-01-01
12;09;02;2;00;1;Ciaśkowa;0442146;0442130;2025-01-01
12;09;04;2;00;1;Dolina;1067791;0330602;2025-01-01
12;09;08;2;00;1;Debenosy;1068098;0338756;2025-01-01
12;09;04;2;00;1;Ciusiowa;0331292;0331234;2025-01-01
12;09;02;2;00;1;Czechowa;0441276;0441247;2025-01-01
12;09;04;2;00;1;Dymakowa;1067800;0331234;2025-01-01
12;09;08;2;00;1;Dyrcowo;1068106;0339201;2025-01-01
12;09;04;2;00;1;Druzgały;0329912;0329898;2025-01-01
12;09;04;2;00;1;Dziobkowa;0331300;0331234;2025-01-01
12;09;08;2;00;1;Dziubras Dolny;1068135;0338756;2025-01-01
12;09;08;2;00;1;Dziubras Górny;0339069;0338756;2025-01-01
12;09;08;2;00;1;Działek;1068112;0338756;2025-01-01
12;16;05;5;00;1;Podlesie;0827892;0827886;2025-01-01
12;16;05;5;00;1;Mała Sanoka;0827946;0827930;2025-01-01
12;10;02;2;00;1;Śmierciakówka;0421374;0421345;2025-01-01
12;02;06;2;00;1;Piekarzowo;0821033;0820967;2025-01-01
12;06;16;2;00;1;Rzeki;0344018;0343993;2025-01-01
12;14;02;5;00;1;Chełmy;0244498;0244481;2025-01-01
12;14;02;5;00;1;Gajowisko;0244564;0244541;2025-01-01
12;14;02;5;00;1;Stara Wieś;0244713;0244660;2025-01-01
12;14;02;5;00;1;Doły;0244676;0244660;2025-01-01
12;14;02;5;00;1;Parcelacja;0244765;0244720;2025-01-01
12;14;02;5;00;1;Parcela-Morsko;0244794;0244788;2025-01-01
12;14;02;5;00;1;Kasin;0244890;0244883;2025-01-01
12;14;02;5;00;1;Zaolzie;0244914;0244883;2025-01-01
12;01;05;2;00;1;Osowa;0991692;0823960;2025-01-01
12;10;02;2;00;1;Łęg;0421049;0421032;2025-01-01
12;10;02;2;00;1;Padoły;0420943;0420883;2025-01-01
12;10;02;2;00;1;Przedewsie;0420417;0420251;2025-01-01
12;10;02;2;00;1;Góry;0420713;0420647;2025-01-01
12;10;02;2;00;1;Kuklów;0420742;0420647;2025-01-01
12;10;02;2;00;1;Porębówka;0420794;0420647;2025-01-01
12;10;02;2;00;1;Wola Ubiedzka;0421486;0421457;2025-01-01
12;10;02;2;00;1;Szklana;0421368;0421345;2025-01-01
12;10;02;2;00;1;Skiełki;0421351;0421345;2025-01-01
12;10;02;2;00;1;Zarzecze;0421138;0421078;2025-01-01
12;10;02;2;00;1;Bankówka;0421291;0421285;2025-01-01
12;10;02;2;00;1;Pod Lasem;0421470;0421457;2025-01-01
12;10;02;2;00;1;Mała Wieś;0420340;0420251;2025-01-01
12;10;02;2;00;1;Odłęcze;0420363;0420251;2025-01-01
12;10;02;2;00;1;Przedmieście;0420593;0420541;2025-01-01
12;10;02;2;00;1;Bochenkówka;0420660;0420647;2025-01-01
12;10;02;2;00;1;Górówka;0420707;0420647;2025-01-01
12;10;02;2;00;1;Dołki;0420682;0420647;2025-01-01
12;10;02;2;00;1;Potoki;0420802;0420647;2025-01-01
12;10;02;2;00;1;Młynczyska;0421115;0421078;2025-01-01
12;10;02;2;00;1;Wydarta;0421240;0421167;2025-01-01
12;10;02;2;00;1;Zagroda;0420877;0420647;2025-01-01
12;10;02;2;00;1;Góra;0420908;0420883;2025-01-01
12;10;02;2;00;1;Habelówka;0420558;0420541;2025-01-01
12;10;02;2;00;1;Łazy Marcinkowickie;0420481;0420452;2025-01-01
12;10;02;2;00;1;Babi Brzuch;1050595;0421345;2025-01-01
12;10;02;2;00;1;Brzezie;1050603;0420535;2025-01-01
12;10;02;2;00;1;Zadziele;0421339;0421285;2025-01-01
12;10;02;2;00;1;Działek;0421316;0421285;2025-01-01
12;10;02;2;00;1;Łęg Januszowski;0420989;0420950;2025-01-01
12;10;02;2;00;1;Jodłowa Góra;0420736;0420647;2025-01-01
12;10;02;2;00;1;Brzegi;0421084;0421078;2025-01-01
12;10;02;2;00;1;Koło Dworu;0421180;0421167;2025-01-01
12;10;02;2;00;1;Koło Gościńca;0421196;0421167;2025-01-01
12;16;05;5;00;1;Bór;0827998;0827981;2025-01-01
12;10;02;2;00;1;Słociny;0421227;0421167;2025-01-01
12;10;02;2;00;1;Skałka;0420423;0420251;2025-01-01
12;10;02;2;00;1;Grabie;0420305;0420251;2025-01-01
12;10;02;2;00;1;Łęgi;0420328;0420251;2025-01-01
12;10;02;2;00;1;Michalikówka;0420357;0420251;2025-01-01
12;10;02;2;00;1;Łańce;0420564;0420541;2025-01-01
12;10;02;2;00;1;Granice;0420720;0420647;2025-01-01
12;10;02;2;00;1;Rzeki;0420831;0420647;2025-01-01
12;10;02;2;00;1;Obłazy;0420937;0420883;2025-01-01
12;10;02;2;00;1;Gaj Chełmecki;0419911;0419905;2025-01-01
12;10;02;2;00;1;Kąty;0421500;0421492;2025-01-01
12;10;02;2;00;1;Działy;0420110;0420104;2025-01-01
12;10;02;2;00;1;Wielopole Górne;0421434;0421405;2025-01-01
12;10;02;2;00;1;Stara Wieś;0420185;0420140;2025-01-01
12;10;02;2;00;1;Dzwonek;0420274;0420251;2025-01-01
12;16;05;5;00;1;Wielka Sanoka;0827952;0827930;2025-01-01
12;11;03;5;00;1;Jacki;1048291;0422480;2025-01-01
12;11;03;5;00;1;Jasienie;0422511;0422480;2025-01-01
12;08;04;5;00;1;Janowiczki;0246422;0246416;2025-01-01
12;11;03;5;00;1;Jantołówka;0421776;0421747;2025-01-01
12;08;04;5;00;1;Jaworzec;0246630;0246623;2025-01-01
12;10;02;2;00;1;Poddąbrowie;0419970;0419940;2025-01-01
12;03;01;5;00;1;Źródła Duże;0314856;0314840;2025-01-01
12;10;02;2;00;1;Zagórze;0420096;0420050;2025-01-01
12;10;02;2;00;1;Góry Dąbrowskie;0419992;0419986;2025-01-01
12;10;02;2;00;1;Podgóry;0420788;0420647;2025-01-01
12;10;02;2;00;1;Miczołkówka;0420759;0420647;2025-01-01
12;10;02;2;00;1;Damianówka;0420676;0420647;2025-01-01
12;10;02;2;00;1;Biała Droga;0420653;0420647;2025-01-01
12;10;02;2;00;1;Podlesie;0420400;0420251;2025-01-01
12;10;02;2;00;1;Olchówka;0420370;0420251;2025-01-01
12;10;02;2;00;1;Dział;0420699;0420647;2025-01-01
12;10;02;2;00;1;Półanki;0420819;0420647;2025-01-01
12;10;02;2;00;1;Stare Pole;0421010;0420950;2025-01-01
12;10;02;2;00;1;Obłazka;0421055;0421032;2025-01-01
12;10;02;2;00;1;Zalesie;0421380;0421345;2025-01-01
12;10;02;2;00;1;Niskowiec;0420587;0420541;2025-01-01
12;10;02;2;00;1;Pod Folwarkiem;0420392;0420251;2025-01-01
12;10;02;2;00;1;Zasmolnicze;0420529;0420452;2025-01-01
12;10;02;2;00;1;Podświercze;0420133;0420104;2025-01-01
12;10;02;2;00;1;Góry;0420297;0420251;2025-01-01
12;10;02;2;00;1;Granica;0420311;0420251;2025-01-01
12;10;02;2;00;1;Łazy Chomranickie;0419957;0419940;2025-01-01
12;10;02;2;00;1;Dół;0420038;0420021;2025-01-01
12;10;02;2;00;1;Słociny;0420073;0420050;2025-01-01
12;10;02;2;00;1;Granicznik;0420127;0420104;2025-01-01
12;10;02;2;00;1;Podłączki;0419880;0419845;2025-01-01
12;10;02;2;00;1;Olsze;1050610;0419986;2025-01-01
12;10;02;2;00;1;Zadziele Klęczańskie;0421256;0421167;2025-01-01
12;10;02;2;00;1;Trzaśniki;0421322;0421285;2025-01-01
12;10;02;2;00;1;Wielopole Niżne;0421440;0421405;2025-01-01
12;10;02;2;00;1;Na Bałdonicach;0421204;0421167;2025-01-01
12;10;02;2;00;1;Korzymówka;0420914;0420883;2025-01-01
12;10;02;2;00;1;Łazy;0421109;1063037;2025-01-01
12;10;02;2;00;1;Uliczki;0420618;0420541;2025-01-01
12;16;05;5;00;1;Zagrody;0827900;0827886;2025-01-01
12;10;02;2;00;1;Sołtystwo;0421233;0421167;2025-01-01
12;10;05;2;00;1;Olszyny;0435376;0435152;2025-01-01
12;10;02;2;00;1;Wolniki;0420854;0420647;2025-01-01
12;10;02;2;00;1;Oleksówka;0420765;0420647;2025-01-01
12;10;02;2;00;1;Przylasek;0420825;0420647;2025-01-01
12;16;05;5;00;1;Śmietana;0828006;0827981;2025-01-01
12;10;02;2;00;1;Na Górach;0421463;0421457;2025-01-01
12;10;02;2;00;1;Podlesie;0420009;0419986;2025-01-01
12;10;02;2;00;1;Ubiadek;0420015;0419986;2025-01-01
12;10;02;2;00;1;Pośrednia;0420044;0420021;2025-01-01
12;10;02;2;00;1;Rola;0420067;0420050;2025-01-01
12;10;02;2;00;1;Tłoki;0420080;0420050;2025-01-01
12;10;02;2;00;1;Podlesie;0420239;0420216;2025-01-01
12;10;02;2;00;1;Malinie;0420334;0420251;2025-01-01
12;10;02;2;00;1;Srebrne;0420601;0420541;2025-01-01
12;10;02;2;00;1;Zapusty;0420624;0420541;2025-01-01
12;10;02;2;00;1;Dział;0420966;0420950;2025-01-01
12;10;02;2;00;1;Zakrąg;0421026;0420950;2025-01-01
12;10;02;2;00;1;Ulica;0421121;0421078;2025-01-01
12;10;02;2;00;1;Dół;0421173;0421167;2025-01-01
12;10;02;2;00;1;Niwy;0421210;0421167;2025-01-01
12;10;02;2;00;1;Bieńkówka;0421300;0421285;2025-01-01
12;10;02;2;00;1;Banachy;0419839;0419822;2025-01-01
12;10;02;2;00;1;Zagórze;0420191;0420140;2025-01-01
12;10;02;2;00;1;Przysięga;0420245;0420216;2025-01-01
12;10;02;2;00;1;Pasternia;0420386;0420251;2025-01-01
12;10;02;2;00;1;Zakarczmie;0420446;0420251;2025-01-01
12;10;02;2;00;1;Dąbrówki;0420469;0420452;2025-01-01
12;10;02;2;00;1;Łazie;0420570;0420541;2025-01-01
12;10;02;2;00;1;Wiszyny;0420430;0420251;2025-01-01
12;10;02;2;00;1;Nakle;0420498;0420452;2025-01-01
12;10;02;2;00;1;Podlesie;0420506;0420452;2025-01-01
12;10;02;2;00;1;Stawiska;0420512;0420452;2025-01-01
12;10;02;2;00;1;Podedwór;0420771;0420647;2025-01-01
12;10;02;2;00;1;Śradówka;0420848;0420647;2025-01-01
12;10;02;2;00;1;Paściagóra;0419928;0419905;2025-01-01
12;10;02;2;00;1;Węgrzynek;0419934;0419905;2025-01-01
12;10;02;2;00;1;Łazy;0420162;0420140;2025-01-01
12;10;02;2;00;1;Nowa Wieś;0420179;0420140;2025-01-01
12;10;02;2;00;1;Folwark;0420280;0420251;2025-01-01
12;10;02;2;00;1;Rąpałówka;0421428;0421405;2025-01-01
12;10;02;2;00;1;Krasów;0420920;0420883;2025-01-01
12;10;02;2;00;1;Banachy;0419851;0419845;2025-01-01
12;10;02;2;00;1;Zagórze;0420860;0420647;2025-01-01
12;10;02;2;00;1;Dół;0420890;0420883;2025-01-01
12;10;02;2;00;1;Łazy;0420972;0420950;2025-01-01
12;10;02;2;00;1;Podsebnia;0421003;0420950;2025-01-01
12;10;02;2;00;1;Zalesie;0421061;0421032;2025-01-01
12;10;02;2;00;1;Kamieniec;0421090;0421078;2025-01-01
12;10;02;2;00;1;Zazdrość;0421397;0421345;2025-01-01
12;10;02;2;00;1;Dąbie;0421411;0421405;2025-01-01
12;10;02;2;00;1;Folwark;0419868;0419845;2025-01-01
12;10;02;2;00;1;Podlesie;0419874;0419845;2025-01-01
12;10;02;2;00;1;Ciecierz;0420156;0420140;2025-01-01
12;10;02;2;00;1;Podchełmie;0419963;0419940;2025-01-01
12;01;02;2;00;1;Bania;0321945;0321939;2025-01-01
12;10;02;2;00;1;Góry;0420222;0420216;2025-01-01
12;06;11;5;00;1;Przeryta;1063014;0335137;2025-01-01
12;10;02;2;00;1;Bucze;0420268;0420251;2025-01-01
12;14;02;5;00;1;Siekierka;0244618;0244541;2025-01-01
12;14;02;5;00;1;Podgaje Łapszowskie;0244742;0244720;2025-01-01
12;11;03;5;00;1;Jędraszkowa;0422244;0422209;2025-01-01
12;02;06;2;00;1;Górakówka;0992020;0821180;2025-01-01
12;14;02;5;00;1;Miodowo;0244601;0244541;2025-01-01
12;14;02;5;00;1;Macieczyna;0244593;0244541;2025-01-01
12;14;02;5;00;1;Parcela Dolna;0244682;0244660;2025-01-01
12;14;02;5;00;1;Podskale;0244831;0244819;2025-01-01
12;19;03;2;00;1;Zagaj;0321678;0321626;2025-01-01
12;02;03;5;00;1;Rożnówka;0817221;0817190;2025-01-01
12;17;03;2;00;1;Łosie;1052588;0418722;2025-01-01
12;14;02;5;00;1;Parcela Górna;0244699;0244660;2025-01-01
12;14;02;5;00;1;Zabrowarz;0244877;0244848;2025-01-01
12;14;02;5;00;1;Reforma;0244908;0244883;2025-01-01
12;14;02;5;00;1;Obory;0245026;0245003;2025-01-01
12;14;02;5;00;1;Stara Wieś;0245061;0245049;2025-01-01
12;14;02;5;00;1;Stara Wieś;0226997;0226968;2025-01-01
12;07;06;2;00;1;U Kiepusa;0438386;0438251;2025-01-01
12;07;07;2;00;1;Podstawy;0438452;0438417;2025-01-01
12;08;04;5;00;1;Kamieniec;0246876;0246853;2025-01-01
12;14;02;5;00;1;Dalanów;0245010;0245003;2025-01-01
12;11;03;5;00;1;Jędrzejówka;0421782;0421747;2025-01-01
12;14;02;5;00;1;Stanisławice;0244943;0244920;2025-01-01
12;11;03;5;00;1;Kadłubowa;0421902;0421871;2025-01-01
12;14;02;5;00;1;Skałka;0244937;0244920;2025-01-01
12;11;03;5;00;1;Kalety;0421546;0421523;2025-01-01
12;14;02;5;00;1;Parcelacja;0226980;0226968;2025-01-01
12;14;02;5;00;1;Doły;0226974;0226968;2025-01-01
12;11;03;5;00;1;Karwacki;1048300;0422095;2025-01-01
12;11;03;5;00;1;Kiety;0422385;0422356;2025-01-01
12;14;03;5;00;1;Stara Wieś;0329830;0329817;2025-01-01
12;14;03;5;00;1;Chełmy;0329616;0329600;2025-01-01
12;08;04;5;00;1;Kolonie;0246480;1000628;2025-01-01
12;08;04;5;00;1;Kolonia;0246646;0246623;2025-01-01
12;11;03;5;00;1;Kojsia;1048322;0421517;2025-01-01
12;09;04;2;00;1;Godawy;0329958;0329898;2025-01-01
12;11;03;5;00;1;Kocańdy;0422528;0422480;2025-01-01
12;14;02;5;00;1;Korczak;0244736;0244720;2025-01-01
12;14;02;5;00;1;Kępa Sokołowska;0244972;0244966;2025-01-01
12;14;02;5;00;1;Kwandra;0245084;0245078;2025-01-01
12;14;02;5;00;1;Równia;0244506;0244481;2025-01-01
12;14;02;5;00;1;Wojciechówka;0244535;0244512;2025-01-01
12;14;02;5;00;1;Kąty;0244587;0244541;2025-01-01
12;09;04;2;00;1;Podkościół;1067992;0329898;2025-01-01
12;09;04;2;00;1;Gierczyno;0330660;0330602;2025-01-01
12;09;04;2;00;1;Grabkowa;0331323;0331234;2025-01-01
12;11;03;5;00;1;Kubaniowa;1048411;0421517;2025-01-01
12;09;02;2;00;1;Jamrózkowa;0441709;0441247;2025-01-01
12;09;02;2;00;1;Jasiurowa;0441715;0441247;2025-01-01
12;09;02;2;00;1;Granica;1067615;0442130;2025-01-01
12;14;02;5;00;1;Stara Wieś;0244475;0244452;2025-01-01
12;14;02;5;00;1;Stara Wieś;0244624;0244541;2025-01-01
12;14;02;5;00;1;Dolna Parcela;0244558;0244541;2025-01-01
12;14;02;5;00;1;Skałka;0244854;0244848;2025-01-01
12;14;02;5;00;1;Wymysłów;0244950;0244920;2025-01-01
12;14;02;5;00;1;Parcelacja;0244989;0244966;2025-01-01
12;14;02;5;00;1;Radłów;0245090;0245078;2025-01-01
12;08;04;5;00;1;Kozia Ulica;0246505;0246497;2025-01-01
12;08;04;5;00;1;Kozłówka;0246511;0246497;2025-01-01
12;08;04;5;00;1;Kresy;0246439;0246416;2025-01-01
12;11;03;5;00;1;Krowiarki;1048374;0421517;2025-01-01
12;11;03;5;00;1;Królowa;0421990;0421977;2025-01-01
12;11;03;5;00;1;Krużlacka;0422445;0422422;2025-01-01
12;09;04;2;00;1;Góreccy;1067845;0329898;2025-01-01
12;11;03;5;00;1;Komperdówka;0422439;0422422;2025-01-01
12;09;04;2;00;1;Gorylowa;0331317;0331234;2025-01-01
12;14;02;5;00;1;Kasin;0244529;0244512;2025-01-01
12;14;02;5;00;1;Górna Parcela;0244570;0244541;2025-01-01
12;14;02;5;00;1;Federówka;0244653;0244647;2025-01-01
