teryt_powiat,powiat,rok,populacja_65plus,zmienna_id,zmienna_nazwa
012414778000,Powiat m. Zabrze,2023,0,2137,Ludność w wieku 65 lat i więcej
012414863000,Powiat m. Chorzów,2015,0,2137,Ludność w wieku 65 lat i więcej
012414863000,Powiat m. Chorzów,2016,0,2137,Ludność w wieku 65 lat i więcej
012414863000,Powiat m. Chorzów,2017,0,2137,Ludność w wieku 65 lat i więcej
012414863000,Powiat m. Chorzów,2018,0,2137,Ludność w wieku 65 lat i więcej
012414863000,Powiat m. Chorzów,2019,0,2137,Ludność w wieku 65 lat i więcej
012414863000,Powiat m. Chorzów,2020,0,2137,Ludność w wieku 65 lat i więcej
012414863000,Powiat m. Chorzów,2021,25,2137,Ludność w wieku 65 lat i więcej
012414863000,Powiat m. Chorzów,2022,0,2137,Ludność w wieku 65 lat i więcej
012414863000,Powiat m. Chorzów,2023,0,2137,Ludność w wieku 65 lat i więcej
012414869000,Powiat m. Katowice,2015,0,2137,Ludność w wieku 65 lat i więcej
012414869000,Powiat m. Katowice,2016,0,2137,Ludność w wieku 65 lat i więcej
012414869000,Powiat m. Katowice,2017,0,2137,Ludność w wieku 65 lat i więcej
012414869000,Powiat m. Katowice,2018,0,2137,Ludność w wieku 65 lat i więcej
012414869000,Powiat m. Katowice,2019,0,2137,Ludność w wieku 65 lat i więcej
012414869000,Powiat m. Katowice,2020,0,2137,Ludność w wieku 65 lat i więcej
012414869000,Powiat m. Katowice,2021,0,2137,Ludność w wieku 65 lat i więcej
012414869000,Powiat m. Katowice,2022,0,2137,Ludność w wieku 65 lat i więcej
012414869000,Powiat m. Katowice,2023,0,2137,Ludność w wieku 65 lat i więcej
012414870000,Powiat m. Mysłowice,2015,0,2137,Ludność w wieku 65 lat i więcej
012414870000,Powiat m. Mysłowice,2016,0,2137,Ludność w wieku 65 lat i więcej
012414870000,Powiat m. Mysłowice,2017,0,2137,Ludność w wieku 65 lat i więcej
012414870000,Powiat m. Mysłowice,2018,0,2137,Ludność w wieku 65 lat i więcej
012414870000,Powiat m. Mysłowice,2019,0,2137,Ludność w wieku 65 lat i więcej
012414870000,Powiat m. Mysłowice,2020,0,2137,Ludność w wieku 65 lat i więcej
012414870000,Powiat m. Mysłowice,2021,0,2137,Ludność w wieku 65 lat i więcej
012414870000,Powiat m. Mysłowice,2022,0,2137,Ludność w wieku 65 lat i więcej
012414870000,Powiat m. Mysłowice,2023,0,2137,Ludność w wieku 65 lat i więcej
012414872000,Powiat m. Ruda Śląska,2015,0,2137,Ludność w wieku 65 lat i więcej
012414872000,Powiat m. Ruda Śląska,2016,0,2137,Ludność w wieku 65 lat i więcej
012414872000,Powiat m. Ruda Śląska,2017,0,2137,Ludność w wieku 65 lat i więcej
012414872000,Powiat m. Ruda Śląska,2018,0,2137,Ludność w wieku 65 lat i więcej
012414872000,Powiat m. Ruda Śląska,2019,0,2137,Ludność w wieku 65 lat i więcej
012414872000,Powiat m. Ruda Śląska,2020,0,2137,Ludność w wieku 65 lat i więcej
012414872000,Powiat m. Ruda Śląska,2021,0,2137,Ludność w wieku 65 lat i więcej
012414872000,Powiat m. Ruda Śląska,2022,0,2137,Ludność w wieku 65 lat i więcej
012414872000,Powiat m. Ruda Śląska,2023,0,2137,Ludność w wieku 65 lat i więcej
012414874000,Powiat m. Siemianowice Śląskie,2015,0,2137,Ludność w wieku 65 lat i więcej
012414874000,Powiat m. Siemianowice Śląskie,2016,0,2137,Ludność w wieku 65 lat i więcej
012414874000,Powiat m. Siemianowice Śląskie,2017,0,2137,Ludność w wieku 65 lat i więcej
012414874000,Powiat m. Siemianowice Śląskie,2018,0,2137,Ludność w wieku 65 lat i więcej
012414874000,Powiat m. Siemianowice Śląskie,2019,0,2137,Ludność w wieku 65 lat i więcej
012414874000,Powiat m. Siemianowice Śląskie,2020,0,2137,Ludność w wieku 65 lat i więcej
012414874000,Powiat m. Siemianowice Śląskie,2021,0,2137,Ludność w wieku 65 lat i więcej
012414874000,Powiat m. Siemianowice Śląskie,2022,0,2137,Ludność w wieku 65 lat i więcej
012414874000,Powiat m. Siemianowice Śląskie,2023,0,2137,Ludność w wieku 65 lat i więcej
012414876000,Powiat m. Świętochłowice,2015,0,2137,Ludność w wieku 65 lat i więcej
012414876000,Powiat m. Świętochłowice,2016,0,2137,Ludność w wieku 65 lat i więcej
012414876000,Powiat m. Świętochłowice,2017,0,2137,Ludność w wieku 65 lat i więcej
012414876000,Powiat m. Świętochłowice,2018,0,2137,Ludność w wieku 65 lat i więcej
012414876000,Powiat m. Świętochłowice,2019,0,2137,Ludność w wieku 65 lat i więcej
012414876000,Powiat m. Świętochłowice,2020,0,2137,Ludność w wieku 65 lat i więcej
012414876000,Powiat m. Świętochłowice,2021,0,2137,Ludność w wieku 65 lat i więcej
012414876000,Powiat m. Świętochłowice,2022,0,2137,Ludność w wieku 65 lat i więcej
012414876000,Powiat m. Świętochłowice,2023,0,2137,Ludność w wieku 65 lat i więcej
012414911000,Powiat raciborski,2015,0,2137,Ludność w wieku 65 lat i więcej
012414911000,Powiat raciborski,2016,0,2137,Ludność w wieku 65 lat i więcej
012414911000,Powiat raciborski,2017,0,2137,Ludność w wieku 65 lat i więcej
012414911000,Powiat raciborski,2018,0,2137,Ludność w wieku 65 lat i więcej
012414911000,Powiat raciborski,2019,0,2137,Ludność w wieku 65 lat i więcej
012414911000,Powiat raciborski,2020,0,2137,Ludność w wieku 65 lat i więcej
012414911000,Powiat raciborski,2021,0,2137,Ludność w wieku 65 lat i więcej
012414911000,Powiat raciborski,2022,0,2137,Ludność w wieku 65 lat i więcej
012414911000,Powiat raciborski,2023,0,2137,Ludność w wieku 65 lat i więcej
012414912000,Powiat rybnicki,2015,0,2137,Ludność w wieku 65 lat i więcej
012414912000,Powiat rybnicki,2016,485,2137,Ludność w wieku 65 lat i więcej
012414912000,Powiat rybnicki,2017,270,2137,Ludność w wieku 65 lat i więcej
012414912000,Powiat rybnicki,2018,275,2137,Ludność w wieku 65 lat i więcej
012414912000,Powiat rybnicki,2019,0,2137,Ludność w wieku 65 lat i więcej
012414912000,Powiat rybnicki,2020,0,2137,Ludność w wieku 65 lat i więcej
012414912000,Powiat rybnicki,2021,0,2137,Ludność w wieku 65 lat i więcej
012414912000,Powiat rybnicki,2022,0,2137,Ludność w wieku 65 lat i więcej
012414912000,Powiat rybnicki,2023,0,2137,Ludność w wieku 65 lat i więcej
012414915000,Powiat wodzisławski,2015,0,2137,Ludność w wieku 65 lat i więcej
012414915000,Powiat wodzisławski,2016,0,2137,Ludność w wieku 65 lat i więcej
012414915000,Powiat wodzisławski,2017,0,2137,Ludność w wieku 65 lat i więcej
012414915000,Powiat wodzisławski,2018,0,2137,Ludność w wieku 65 lat i więcej
012414915000,Powiat wodzisławski,2019,0,2137,Ludność w wieku 65 lat i więcej
012414915000,Powiat wodzisławski,2020,0,2137,Ludność w wieku 65 lat i więcej
012414915000,Powiat wodzisławski,2021,0,2137,Ludność w wieku 65 lat i więcej
012414915000,Powiat wodzisławski,2022,0,2137,Ludność w wieku 65 lat i więcej
012414915000,Powiat wodzisławski,2023,0,2137,Ludność w wieku 65 lat i więcej
012414967000,Powiat m. Jastrzębie-Zdrój,2015,0,2137,Ludność w wieku 65 lat i więcej
012414967000,Powiat m. Jastrzębie-Zdrój,2016,0,2137,Ludność w wieku 65 lat i więcej
012414967000,Powiat m. Jastrzębie-Zdrój,2017,0,2137,Ludność w wieku 65 lat i więcej
012414967000,Powiat m. Jastrzębie-Zdrój,2018,0,2137,Ludność w wieku 65 lat i więcej
012414967000,Powiat m. Jastrzębie-Zdrój,2019,0,2137,Ludność w wieku 65 lat i więcej
012414967000,Powiat m. Jastrzębie-Zdrój,2020,0,2137,Ludność w wieku 65 lat i więcej
012414967000,Powiat m. Jastrzębie-Zdrój,2021,0,2137,Ludność w wieku 65 lat i więcej
012414967000,Powiat m. Jastrzębie-Zdrój,2022,0,2137,Ludność w wieku 65 lat i więcej
012414967000,Powiat m. Jastrzębie-Zdrój,2023,0,2137,Ludność w wieku 65 lat i więcej
012414973000,Powiat m. Rybnik,2015,0,2137,Ludność w wieku 65 lat i więcej
012414973000,Powiat m. Rybnik,2016,0,2137,Ludność w wieku 65 lat i więcej
012414973000,Powiat m. Rybnik,2017,0,2137,Ludność w wieku 65 lat i więcej
012414973000,Powiat m. Rybnik,2018,2134,2137,Ludność w wieku 65 lat i więcej
012414973000,Powiat m. Rybnik,2019,0,2137,Ludność w wieku 65 lat i więcej
012414973000,Powiat m. Rybnik,2020,0,2137,Ludność w wieku 65 lat i więcej
012414973000,Powiat m. Rybnik,2021,0,2137,Ludność w wieku 65 lat i więcej
012414973000,Powiat m. Rybnik,2022,0,2137,Ludność w wieku 65 lat i więcej
012414973000,Powiat m. Rybnik,2023,0,2137,Ludność w wieku 65 lat i więcej
012414979000,Powiat m. Żory,2015,0,2137,Ludność w wieku 65 lat i więcej
012414979000,Powiat m. Żory,2016,0,2137,Ludność w wieku 65 lat i więcej
012414979000,Powiat m. Żory,2017,0,2137,Ludność w wieku 65 lat i więcej
012414979000,Powiat m. Żory,2018,0,2137,Ludność w wieku 65 lat i więcej
012414979000,Powiat m. Żory,2019,0,2137,Ludność w wieku 65 lat i więcej
012414979000,Powiat m. Żory,2020,0,2137,Ludność w wieku 65 lat i więcej
012414979000,Powiat m. Żory,2021,0,2137,Ludność w wieku 65 lat i więcej
012414979000,Powiat m. Żory,2022,0,2137,Ludność w wieku 65 lat i więcej
012414979000,Powiat m. Żory,2023,0,2137,Ludność w wieku 65 lat i więcej
012415001000,Powiat będziński,2015,120,2137,Ludność w wieku 65 lat i więcej
012415001000,Powiat będziński,2016,0,2137,Ludność w wieku 65 lat i więcej
012415001000,Powiat będziński,2017,0,2137,Ludność w wieku 65 lat i więcej
012415001000,Powiat będziński,2018,0,2137,Ludność w wieku 65 lat i więcej
012415001000,Powiat będziński,2019,0,2137,Ludność w wieku 65 lat i więcej
012415001000,Powiat będziński,2020,0,2137,Ludność w wieku 65 lat i więcej
012415001000,Powiat będziński,2021,0,2137,Ludność w wieku 65 lat i więcej
012415001000,Powiat będziński,2022,960,2137,Ludność w wieku 65 lat i więcej
012415001000,Powiat będziński,2023,0,2137,Ludność w wieku 65 lat i więcej
012415016000,Powiat zawierciański,2015,0,2137,Ludność w wieku 65 lat i więcej
012415016000,Powiat zawierciański,2016,0,2137,Ludność w wieku 65 lat i więcej
012415016000,Powiat zawierciański,2017,0,2137,Ludność w wieku 65 lat i więcej
012415016000,Powiat zawierciański,2018,0,2137,Ludność w wieku 65 lat i więcej
012415016000,Powiat zawierciański,2019,0,2137,Ludność w wieku 65 lat i więcej
012415016000,Powiat zawierciański,2020,0,2137,Ludność w wieku 65 lat i więcej
012415016000,Powiat zawierciański,2021,0,2137,Ludność w wieku 65 lat i więcej
012415016000,Powiat zawierciański,2022,0,2137,Ludność w wieku 65 lat i więcej
012415016000,Powiat zawierciański,2023,0,2137,Ludność w wieku 65 lat i więcej
012415065000,Powiat m. Dąbrowa Górnicza,2015,0,2137,Ludność w wieku 65 lat i więcej
012415065000,Powiat m. Dąbrowa Górnicza,2016,0,2137,Ludność w wieku 65 lat i więcej
012415065000,Powiat m. Dąbrowa Górnicza,2017,0,2137,Ludność w wieku 65 lat i więcej
012415065000,Powiat m. Dąbrowa Górnicza,2018,120,2137,Ludność w wieku 65 lat i więcej
012415065000,Powiat m. Dąbrowa Górnicza,2019,0,2137,Ludność w wieku 65 lat i więcej
012415065000,Powiat m. Dąbrowa Górnicza,2020,0,2137,Ludność w wieku 65 lat i więcej
012415065000,Powiat m. Dąbrowa Górnicza,2021,0,2137,Ludność w wieku 65 lat i więcej
012415065000,Powiat m. Dąbrowa Górnicza,2022,0,2137,Ludność w wieku 65 lat i więcej
012415065000,Powiat m. Dąbrowa Górnicza,2023,0,2137,Ludność w wieku 65 lat i więcej
012415068000,Powiat m. Jaworzno,2015,0,2137,Ludność w wieku 65 lat i więcej
012415068000,Powiat m. Jaworzno,2016,0,2137,Ludność w wieku 65 lat i więcej
012415068000,Powiat m. Jaworzno,2017,0,2137,Ludność w wieku 65 lat i więcej
012415068000,Powiat m. Jaworzno,2018,0,2137,Ludność w wieku 65 lat i więcej
012415068000,Powiat m. Jaworzno,2019,0,2137,Ludność w wieku 65 lat i więcej
012415068000,Powiat m. Jaworzno,2020,0,2137,Ludność w wieku 65 lat i więcej
012415068000,Powiat m. Jaworzno,2021,0,2137,Ludność w wieku 65 lat i więcej
012415068000,Powiat m. Jaworzno,2022,0,2137,Ludność w wieku 65 lat i więcej
012415068000,Powiat m. Jaworzno,2023,0,2137,Ludność w wieku 65 lat i więcej
012415075000,Powiat m. Sosnowiec,2015,0,2137,Ludność w wieku 65 lat i więcej
012415075000,Powiat m. Sosnowiec,2016,0,2137,Ludność w wieku 65 lat i więcej
012415075000,Powiat m. Sosnowiec,2017,0,2137,Ludność w wieku 65 lat i więcej
012415075000,Powiat m. Sosnowiec,2018,0,2137,Ludność w wieku 65 lat i więcej
012415075000,Powiat m. Sosnowiec,2019,0,2137,Ludność w wieku 65 lat i więcej
012415075000,Powiat m. Sosnowiec,2020,0,2137,Ludność w wieku 65 lat i więcej
012415075000,Powiat m. Sosnowiec,2021,0,2137,Ludność w wieku 65 lat i więcej
012415075000,Powiat m. Sosnowiec,2022,0,2137,Ludność w wieku 65 lat i więcej
012415075000,Powiat m. Sosnowiec,2023,0,2137,Ludność w wieku 65 lat i więcej
012415108000,Powiat mikołowski,2015,0,2137,Ludność w wieku 65 lat i więcej
012415108000,Powiat mikołowski,2016,0,2137,Ludność w wieku 65 lat i więcej
012415108000,Powiat mikołowski,2017,0,2137,Ludność w wieku 65 lat i więcej
012415108000,Powiat mikołowski,2018,0,2137,Ludność w wieku 65 lat i więcej
012415108000,Powiat mikołowski,2019,0,2137,Ludność w wieku 65 lat i więcej
012415108000,Powiat mikołowski,2020,0,2137,Ludność w wieku 65 lat i więcej
012415108000,Powiat mikołowski,2021,0,2137,Ludność w wieku 65 lat i więcej
012415108000,Powiat mikołowski,2022,0,2137,Ludność w wieku 65 lat i więcej
012415108000,Powiat mikołowski,2023,0,2137,Ludność w wieku 65 lat i więcej
012415110000,Powiat pszczyński,2015,0,2137,Ludność w wieku 65 lat i więcej
012415110000,Powiat pszczyński,2016,0,2137,Ludność w wieku 65 lat i więcej
012415110000,Powiat pszczyński,2017,4800,2137,Ludność w wieku 65 lat i więcej
012415110000,Powiat pszczyński,2018,0,2137,Ludność w wieku 65 lat i więcej
012415110000,Powiat pszczyński,2019,0,2137,Ludność w wieku 65 lat i więcej
012415110000,Powiat pszczyński,2020,0,2137,Ludność w wieku 65 lat i więcej
012415110000,Powiat pszczyński,2021,0,2137,Ludność w wieku 65 lat i więcej
012415110000,Powiat pszczyński,2022,0,2137,Ludność w wieku 65 lat i więcej
012415110000,Powiat pszczyński,2023,0,2137,Ludność w wieku 65 lat i więcej
012415114000,Powiat bieruńsko-lędziński,2015,0,2137,Ludność w wieku 65 lat i więcej
012415114000,Powiat bieruńsko-lędziński,2016,0,2137,Ludność w wieku 65 lat i więcej
012415114000,Powiat bieruńsko-lędziński,2017,0,2137,Ludność w wieku 65 lat i więcej
012415114000,Powiat bieruńsko-lędziński,2018,0,2137,Ludność w wieku 65 lat i więcej
012415114000,Powiat bieruńsko-lędziński,2019,0,2137,Ludność w wieku 65 lat i więcej
012415114000,Powiat bieruńsko-lędziński,2020,0,2137,Ludność w wieku 65 lat i więcej
012415114000,Powiat bieruńsko-lędziński,2021,0,2137,Ludność w wieku 65 lat i więcej
012415114000,Powiat bieruńsko-lędziński,2022,0,2137,Ludność w wieku 65 lat i więcej
012415114000,Powiat bieruńsko-lędziński,2023,0,2137,Ludność w wieku 65 lat i więcej
012415177000,Powiat m. Tychy,2015,0,2137,Ludność w wieku 65 lat i więcej
012415177000,Powiat m. Tychy,2016,3840,2137,Ludność w wieku 65 lat i więcej
012415177000,Powiat m. Tychy,2017,0,2137,Ludność w wieku 65 lat i więcej
012415177000,Powiat m. Tychy,2018,0,2137,Ludność w wieku 65 lat i więcej
012415177000,Powiat m. Tychy,2019,0,2137,Ludność w wieku 65 lat i więcej
012415177000,Powiat m. Tychy,2020,0,2137,Ludność w wieku 65 lat i więcej
012415177000,Powiat m. Tychy,2021,0,2137,Ludność w wieku 65 lat i więcej
012415177000,Powiat m. Tychy,2022,0,2137,Ludność w wieku 65 lat i więcej
012415177000,Powiat m. Tychy,2023,0,2137,Ludność w wieku 65 lat i więcej
020811301000,Powiat gorzowski,2015,0,2137,Ludność w wieku 65 lat i więcej
020811301000,Powiat gorzowski,2016,0,2137,Ludność w wieku 65 lat i więcej
020811301000,Powiat gorzowski,2017,0,2137,Ludność w wieku 65 lat i więcej
020811301000,Powiat gorzowski,2018,130,2137,Ludność w wieku 65 lat i więcej
020811301000,Powiat gorzowski,2019,0,2137,Ludność w wieku 65 lat i więcej
020811301000,Powiat gorzowski,2020,0,2137,Ludność w wieku 65 lat i więcej
020811301000,Powiat gorzowski,2021,360,2137,Ludność w wieku 65 lat i więcej
020811301000,Powiat gorzowski,2022,0,2137,Ludność w wieku 65 lat i więcej
020811301000,Powiat gorzowski,2023,0,2137,Ludność w wieku 65 lat i więcej
020811303000,Powiat międzyrzecki,2015,0,2137,Ludność w wieku 65 lat i więcej
020811303000,Powiat międzyrzecki,2016,0,2137,Ludność w wieku 65 lat i więcej
020811303000,Powiat międzyrzecki,2017,0,2137,Ludność w wieku 65 lat i więcej
020811303000,Powiat międzyrzecki,2018,120,2137,Ludność w wieku 65 lat i więcej
020811303000,Powiat międzyrzecki,2019,0,2137,Ludność w wieku 65 lat i więcej
020811303000,Powiat międzyrzecki,2020,0,2137,Ludność w wieku 65 lat i więcej
020811303000,Powiat międzyrzecki,2021,0,2137,Ludność w wieku 65 lat i więcej
020811303000,Powiat międzyrzecki,2022,0,2137,Ludność w wieku 65 lat i więcej
020811303000,Powiat międzyrzecki,2023,0,2137,Ludność w wieku 65 lat i więcej
020811305000,Powiat słubicki,2015,36,2137,Ludność w wieku 65 lat i więcej
020811305000,Powiat słubicki,2016,0,2137,Ludność w wieku 65 lat i więcej
020811305000,Powiat słubicki,2017,0,2137,Ludność w wieku 65 lat i więcej
020811305000,Powiat słubicki,2018,0,2137,Ludność w wieku 65 lat i więcej
020811305000,Powiat słubicki,2019,0,2137,Ludność w wieku 65 lat i więcej
020811305000,Powiat słubicki,2020,0,2137,Ludność w wieku 65 lat i więcej
020811305000,Powiat słubicki,2021,0,2137,Ludność w wieku 65 lat i więcej
020811305000,Powiat słubicki,2022,0,2137,Ludność w wieku 65 lat i więcej
020811305000,Powiat słubicki,2023,1540,2137,Ludność w wieku 65 lat i więcej
020811306000,Powiat strzelecko-drezdenecki,2015,0,2137,Ludność w wieku 65 lat i więcej
020811306000,Powiat strzelecko-drezdenecki,2016,0,2137,Ludność w wieku 65 lat i więcej
020811306000,Powiat strzelecko-drezdenecki,2017,0,2137,Ludność w wieku 65 lat i więcej
020811306000,Powiat strzelecko-drezdenecki,2018,219,2137,Ludność w wieku 65 lat i więcej
020811306000,Powiat strzelecko-drezdenecki,2019,0,2137,Ludność w wieku 65 lat i więcej
020811306000,Powiat strzelecko-drezdenecki,2020,0,2137,Ludność w wieku 65 lat i więcej
020811306000,Powiat strzelecko-drezdenecki,2021,40,2137,Ludność w wieku 65 lat i więcej
020811306000,Powiat strzelecko-drezdenecki,2022,0,2137,Ludność w wieku 65 lat i więcej
020811306000,Powiat strzelecko-drezdenecki,2023,0,2137,Ludność w wieku 65 lat i więcej
020811307000,Powiat sulęciński,2015,24,2137,Ludność w wieku 65 lat i więcej
020811307000,Powiat sulęciński,2016,0,2137,Ludność w wieku 65 lat i więcej
020811307000,Powiat sulęciński,2017,0,2137,Ludność w wieku 65 lat i więcej
020811307000,Powiat sulęciński,2018,0,2137,Ludność w wieku 65 lat i więcej
020811307000,Powiat sulęciński,2019,1440,2137,Ludność w wieku 65 lat i więcej
020811307000,Powiat sulęciński,2020,0,2137,Ludność w wieku 65 lat i więcej
020811307000,Powiat sulęciński,2021,2500,2137,Ludność w wieku 65 lat i więcej
020811307000,Powiat sulęciński,2022,0,2137,Ludność w wieku 65 lat i więcej
020811307000,Powiat sulęciński,2023,0,2137,Ludność w wieku 65 lat i więcej
020811361000,Powiat m. Gorzów Wielkopolski,2015,0,2137,Ludność w wieku 65 lat i więcej
020811361000,Powiat m. Gorzów Wielkopolski,2016,0,2137,Ludność w wieku 65 lat i więcej
020811361000,Powiat m. Gorzów Wielkopolski,2017,0,2137,Ludność w wieku 65 lat i więcej
020811361000,Powiat m. Gorzów Wielkopolski,2018,0,2137,Ludność w wieku 65 lat i więcej
020811361000,Powiat m. Gorzów Wielkopolski,2019,0,2137,Ludność w wieku 65 lat i więcej
020811361000,Powiat m. Gorzów Wielkopolski,2020,0,2137,Ludność w wieku 65 lat i więcej
020811361000,Powiat m. Gorzów Wielkopolski,2021,0,2137,Ludność w wieku 65 lat i więcej
020811361000,Powiat m. Gorzów Wielkopolski,2022,0,2137,Ludność w wieku 65 lat i więcej
020811361000,Powiat m. Gorzów Wielkopolski,2023,0,2137,Ludność w wieku 65 lat i więcej
020811402000,Powiat krośnieński,2015,1400,2137,Ludność w wieku 65 lat i więcej
020811402000,Powiat krośnieński,2016,0,2137,Ludność w wieku 65 lat i więcej
020811402000,Powiat krośnieński,2017,0,2137,Ludność w wieku 65 lat i więcej
020811402000,Powiat krośnieński,2018,0,2137,Ludność w wieku 65 lat i więcej
020811402000,Powiat krośnieński,2019,0,2137,Ludność w wieku 65 lat i więcej
020811402000,Powiat krośnieński,2020,0,2137,Ludność w wieku 65 lat i więcej
020811402000,Powiat krośnieński,2021,0,2137,Ludność w wieku 65 lat i więcej
020811402000,Powiat krośnieński,2022,200,2137,Ludność w wieku 65 lat i więcej
020811402000,Powiat krośnieński,2023,528,2137,Ludność w wieku 65 lat i więcej
020811404000,Powiat nowosolski,2015,0,2137,Ludność w wieku 65 lat i więcej
020811404000,Powiat nowosolski,2016,0,2137,Ludność w wieku 65 lat i więcej
020811404000,Powiat nowosolski,2017,0,2137,Ludność w wieku 65 lat i więcej
020811404000,Powiat nowosolski,2018,0,2137,Ludność w wieku 65 lat i więcej
020811404000,Powiat nowosolski,2019,19,2137,Ludność w wieku 65 lat i więcej
020811404000,Powiat nowosolski,2020,0,2137,Ludność w wieku 65 lat i więcej
020811404000,Powiat nowosolski,2021,0,2137,Ludność w wieku 65 lat i więcej
020811404000,Powiat nowosolski,2022,0,2137,Ludność w wieku 65 lat i więcej
020811404000,Powiat nowosolski,2023,600,2137,Ludność w wieku 65 lat i więcej
020811408000,Powiat świebodziński,2015,0,2137,Ludność w wieku 65 lat i więcej
020811408000,Powiat świebodziński,2016,0,2137,Ludność w wieku 65 lat i więcej
020811408000,Powiat świebodziński,2017,0,2137,Ludność w wieku 65 lat i więcej
020811408000,Powiat świebodziński,2018,0,2137,Ludność w wieku 65 lat i więcej
020811408000,Powiat świebodziński,2019,0,2137,Ludność w wieku 65 lat i więcej
020811408000,Powiat świebodziński,2020,0,2137,Ludność w wieku 65 lat i więcej
020811408000,Powiat świebodziński,2021,0,2137,Ludność w wieku 65 lat i więcej
020811408000,Powiat świebodziński,2022,1960,2137,Ludność w wieku 65 lat i więcej
020811408000,Powiat świebodziński,2023,0,2137,Ludność w wieku 65 lat i więcej
020811409000,Powiat zielonogórski,2015,550,2137,Ludność w wieku 65 lat i więcej
020811409000,Powiat zielonogórski,2016,0,2137,Ludność w wieku 65 lat i więcej
020811409000,Powiat zielonogórski,2017,780,2137,Ludność w wieku 65 lat i więcej
020811409000,Powiat zielonogórski,2018,30,2137,Ludność w wieku 65 lat i więcej
020811409000,Powiat zielonogórski,2019,360,2137,Ludność w wieku 65 lat i więcej
020811409000,Powiat zielonogórski,2020,0,2137,Ludność w wieku 65 lat i więcej
020811409000,Powiat zielonogórski,2021,1846,2137,Ludność w wieku 65 lat i więcej
020811409000,Powiat zielonogórski,2022,0,2137,Ludność w wieku 65 lat i więcej
020811409000,Powiat zielonogórski,2023,50,2137,Ludność w wieku 65 lat i więcej
020811410000,Powiat żagański,2015,4029,2137,Ludność w wieku 65 lat i więcej
020811410000,Powiat żagański,2016,0,2137,Ludność w wieku 65 lat i więcej
020811410000,Powiat żagański,2017,0,2137,Ludność w wieku 65 lat i więcej
020811410000,Powiat żagański,2018,0,2137,Ludność w wieku 65 lat i więcej
020811410000,Powiat żagański,2019,0,2137,Ludność w wieku 65 lat i więcej
020811410000,Powiat żagański,2020,0,2137,Ludność w wieku 65 lat i więcej
020811410000,Powiat żagański,2021,0,2137,Ludność w wieku 65 lat i więcej
020811410000,Powiat żagański,2022,0,2137,Ludność w wieku 65 lat i więcej
020811410000,Powiat żagański,2023,0,2137,Ludność w wieku 65 lat i więcej
020811411000,Powiat żarski,2015,0,2137,Ludność w wieku 65 lat i więcej
020811411000,Powiat żarski,2016,0,2137,Ludność w wieku 65 lat i więcej
020811411000,Powiat żarski,2017,10,2137,Ludność w wieku 65 lat i więcej
020811411000,Powiat żarski,2018,120,2137,Ludność w wieku 65 lat i więcej
020811411000,Powiat żarski,2019,0,2137,Ludność w wieku 65 lat i więcej
020811411000,Powiat żarski,2020,0,2137,Ludność w wieku 65 lat i więcej
020811411000,Powiat żarski,2021,0,2137,Ludność w wieku 65 lat i więcej
020811411000,Powiat żarski,2022,895,2137,Ludność w wieku 65 lat i więcej
020811411000,Powiat żarski,2023,0,2137,Ludność w wieku 65 lat i więcej
020811412000,Powiat wschowski,2015,0,2137,Ludność w wieku 65 lat i więcej
020811412000,Powiat wschowski,2016,0,2137,Ludność w wieku 65 lat i więcej
020811412000,Powiat wschowski,2017,0,2137,Ludność w wieku 65 lat i więcej
020811412000,Powiat wschowski,2018,221,2137,Ludność w wieku 65 lat i więcej
020811412000,Powiat wschowski,2019,0,2137,Ludność w wieku 65 lat i więcej
020811412000,Powiat wschowski,2020,0,2137,Ludność w wieku 65 lat i więcej
020811412000,Powiat wschowski,2021,0,2137,Ludność w wieku 65 lat i więcej
020811412000,Powiat wschowski,2022,0,2137,Ludność w wieku 65 lat i więcej
020811412000,Powiat wschowski,2023,0,2137,Ludność w wieku 65 lat i więcej
020811462000,Powiat m. Zielona Góra,2015,0,2137,Ludność w wieku 65 lat i więcej
020811462000,Powiat m. Zielona Góra,2016,0,2137,Ludność w wieku 65 lat i więcej
020811462000,Powiat m. Zielona Góra,2017,0,2137,Ludność w wieku 65 lat i więcej
020811462000,Powiat m. Zielona Góra,2018,0,2137,Ludność w wieku 65 lat i więcej
020811462000,Powiat m. Zielona Góra,2019,0,2137,Ludność w wieku 65 lat i więcej
020811462000,Powiat m. Zielona Góra,2020,0,2137,Ludność w wieku 65 lat i więcej
020811462000,Powiat m. Zielona Góra,2021,6,2137,Ludność w wieku 65 lat i więcej
020811462000,Powiat m. Zielona Góra,2022,0,2137,Ludność w wieku 65 lat i więcej
020811462000,Powiat m. Zielona Góra,2023,0,2137,Ludność w wieku 65 lat i więcej
023015706000,Powiat jarociński,2015,1152,2137,Ludność w wieku 65 lat i więcej
023015706000,Powiat jarociński,2016,720,2137,Ludność w wieku 65 lat i więcej
023015706000,Powiat jarociński,2017,1320,2137,Ludność w wieku 65 lat i więcej
023015706000,Powiat jarociński,2018,0,2137,Ludność w wieku 65 lat i więcej
023015706000,Powiat jarociński,2019,0,2137,Ludność w wieku 65 lat i więcej
023015706000,Powiat jarociński,2020,49,2137,Ludność w wieku 65 lat i więcej
023015706000,Powiat jarociński,2021,0,2137,Ludność w wieku 65 lat i więcej
023015706000,Powiat jarociński,2022,0,2137,Ludność w wieku 65 lat i więcej
