id,nazwa,typ,typ_krotki,ulica,miejscowosc,kod_pocztowy,powiat,wojewodztwo,latitude,longitude,liczba_miejsc,koszt_pobytu,profil_opieki,telefon,www
30,Dom Pomocy Społecznej ul. Kluzeka 6 w Krakowie,DPS,DPS,ul. Kluzeka 6,Kraków,31-222,krakowski,małopolskie,50.0929,19.9356,90,9800,"dla osób w podeszłym wieku 40 miejsc
dla osób przewlekle somatycznie chorych - 50 miejsc",12 415 25 92,https://www.dpskluzeka.pl/
38,Dom Pomocy Społecznej w Krakowie,DPS,DPS,ul. Krakowska 55,Kraków,31-066,krakowski,małopolskie,50.0502,19.9526,260,9400,dla osób przewlekle psychicznie chorych ,12 430 63 17,"https://mops.krakow.pl/260002,artykul,kontakt---dom-pomocy-spolecznej---ul--krakowska-55.html"
32,Dom Pomocy Społecznej  ul. Praska 27 w Krakowie,DPS,DPS,ul. Praska 27,Kraków,30-329,krakowski,małopolskie,50.0479,19.9119,100,11100,dla osób przewlekle somatycznie chorych,12 421 15 16,"https://mops.krakow.pl/start/259784,artykul,dps_dla_osob_przewlekle_somatycznie_chorych__ul__radziwillowska_8.html"
47,Dom Pomocy Społecznej Zakonu Przenajświętszej Trójcy w Krakowie,DPS,DPS,ul. Łanowa 1B,Kraków,30-725,krakowski,małopolskie,50.0354,19.9865,46,7400,la osób przewlekle somatycznie chorych ,12 650 50 20,https://mops.krakow.pl/instcbi/212216/inst/35973/2444/Dom-Pomocy-Spolecznej-ul-Lanowa-1b.html
43,Dom Pomocy Społecznej w Krakowie,DPS,DPS,ul. Łanowa 43,Kraków,30-725,krakowski,małopolskie,50.0383,19.9937,165,11300,"dla dorosłych niepełnosprawnych intelektualnie - 150
miejsc dla dzieci i młodzieży niepełnosprawnych intelektualnie - 15",12 653 20 41,"https://mops.krakow.pl/strony-jps---zawartosc-stron-www---nie-aktywowac-/264424,artykul,kontakt-z-dps.html"
31,Dom Pomocy Społecznej m. św. Jana Pawła II ul. Praska 25 w Krakowie,DPS,DPS,ul. Praska 25,Kraków,30-329,krakowski,małopolskie,50.0478,19.9127,100,11900,"dla osób przewlekle somatycznie chorych - 80 miejsc, 
dorosłych niepełnosprawnych intelektualnie-18
dzieci i młodzieży niepełnosporawnych intelektualnie - 2 miejsca ",12 266 03 64,"https://mops.krakow.pl/start/259695,artykul,dps_dla_osob_przewlekle_somatycznie_chorych__ul__praska_25.html"
37,Dom Pomocy Społecznej w Krakowie,DPS,DPS,ul. Łanowa 41,Kraków,30-725,krakowski,małopolskie,50.0647,19.9449,378,9000,dla osób przewlekle psychicznie chorych ,12 650 56 00,"https://mops.krakow.pl/262540,artykul,kontakt---dom-pomocy-spolecznej--ul--lanowa-41.html"
44,Dom Pomocy Społecznej w Krakowie,DPS,DPS,ul. Rozrywka 1,Kraków,31-419,krakowski,małopolskie,50.0961,19.9804,50,12400,dla osób uzależnionych od alkoholu ,12 411 94 00,"https://mops.krakow.pl/strony-jps---zawartosc-stron-www---nie-aktywowac-/267729,artykul,kontakt.html"
39,Dom Pomocy Społecznej Nowa Huta w Krakowie,DPS,DPS,os. Hutnicze 5,Kraków,31-917,krakowski,małopolskie,50.0735,20.0466,140,9800,"55 miejsc dla osób przewlekle psychicznie chorych w budynku os. Szkolne 28
45 miejsc dla osób przewlekle somatycznie chorych w budynku os. Sportowe 9
40 miejsc dla dorosłych niepełnosprawnych intelektualnie w budynku os. Hutnicze 5",12 686 63 77,"https://mops.krakow.pl/instcbi/212216,inst,35972,2444,instcbi.html"
45,Dom Pomocy Społecznej Zgromadzenia Sióstr Służebniczek Najświętszej Marii Panny Niepokalanie Poczętej w Krakowie,DPS,DPS,ul. Podgórki Tynieckie 96,Kraków,30-398,krakowski,małopolskie,50.0101,19.8415,50,7500,dla osób przewlekle somatycznie chorych ,12 267 50 55,https://dpspodgorki.pl/kontakt/
49,Dom Pomocy Społecznej w Czernej,DPS,DPS,Czerna 110,Krzeszowice,32-065,krakowski,małopolskie,50.1624,19.6291,95,8782,dla osób przewlekle psychicznie chorych ,12 282 02 19,http://dpsczerna.pl/kontakt/
51,Dom Pomocy Społecznej w Konarach,DPS,DPS,ul. Bonifraterska 11,Mogilany,32-031,krakowski,małopolskie,49.9504,19.9434,63,8100,dla osób przewlekle psychicznie chorych ,12 270 40 02,https://bonifundo.pl/kontakt/
52,Dom Pomocy Społecznej im. św. Brata Alberta w Ojcowie,DPS,DPS,Ojców 64,Ojców,32-045,krakowski,małopolskie,50.1847,19.8395,75,8114,dla dorosłych niepełnosprawnych intelektualnie,12 389 20 25,http://dpsojcow.pl/?page_id=17
53,Dom Pomocy Społecznej w Owczarach,DPS,DPS,Kasztanowa 20,Owczary,32-088,krakowski,małopolskie,50.1755,19.9133,89,8901,dla osób przewlekle psychicznie chorych ,12 419 40 86,http://dpsowczary.pl/wp/kontakt/
55,Dom Pomocy Społecznej –Schronisko dla Niepełnosprawnych im. Brata Alberta w Radwanowicach,DPS,DPS,Radwanowice 1,Rudawa,32-064,krakowski,małopolskie,50.1503,19.7061,83,8200,dla dorosłych niepełnosprawnych intelektualnie,12 283 87 59,https://albert.krakow.pl/pl/osrodek-w-radwanowicach/
56,Dom Pomocy Społecznej w Więckowicach,DPS,DPS,ul. Słoneczna 3,Więckowice,32-082,krakowski,małopolskie,50.1366,19.7623,149,8133,dla osób przewlekle psychicznie chorych ,12 285 16 03,http://www.dpswieckowice.pl/wp/kontakt/
57,Małopolski Dom Pomocy Społecznej „Na Farmie Życia” w Więckowicach,DPS,DPS,"ul. Ogrodowa 17, 17A",Więckowice,32-082,krakowski,małopolskie,50.143,19.7664,10,,"dla osób dorosłych niepełnosprawnych intelektualnie

brak ceny za pobyt - nie pokazuj ceny tylko trzeba napisac ze trzeba sie bezposrednio skontaktowac po cene",72 837 22 14,https://farma.org.pl/farma-zycia/mdps/
60,Dom Pomocy Społecznej „Diana” w Kasinie Wielkiej,DPS,DPS,"448a, 448b ",Kasina Wielka,34-741,limanowski,małopolskie,49.7228,20.1393,100,7995,dla osób przewlekle psychicznie chorych ,18 331 40 97,
58,Dom Pomocy Społecznej w Limanowej,DPS,DPS,ul. Wincentego Witosa 24/26,Limanowa,34-600,limanowski,małopolskie,49.7239,20.4038,60,8120,dla osób przewlekle somatycznie chorych ,18 337 17 07,https://dpslimanowa.pl/kontakt/
61,Fundacja „Opiekuńczość” w Rabie Niżnej,DPS,DPS,Raba Niżna 1,Mszana Dolna,34-730,limanowski,małopolskie,49.6282,20.0142,90,7906,dla osób przewlekle psychicznie chorych ,18 268 02 42,http://www.osmola.hg.pl/
59,Dom Pomocy Społecznej w Mszanie Dolnej,DPS,DPS,ul. Rakoczego 9,Mszana Dolna,34-730,limanowski,małopolskie,49.6807,20.0884,48,8700,dla osób przewlekle psychicznie chorych,18 331 01 54,https://dpsmszanadolna.pl/kontakt/
197,Dom Pomocy Społecznej w Skrzydlnej ,DPS,DPS,298A,Skrzydlna,34-625,limanowski,małopolskie,49.7552,19.8968,100,,dla osób przewlekle psychicznie chorych ,18 476 14 51,https://egidadps.pl/kontakt/
62,Dom Pomocy Społecznej w Szczyrzycu,DPS,DPS,Szczyrzyc 182,Szczyrzyc,34-623,limanowski,małopolskie,49.778,20.1912,99,8550,dla osób przewlekle psychicznie chorych ,18 332 02 66,https://dpsszczyrzyc.pl/kontakt/
193,Dom Pomocy Społecznej im. św. Brata Alberta w Krakowie,DPS,DPS,ul. Adolfa Nowaczyńskiego 1 ,Kraków,30-336,m. Kraków,małopolskie,50.0464,19.9196,175,9700,dla osób przewlekle somatycznie choryc,12 255 41 61,"https://mops.krakow.pl/211481,artykul,kontakt.html"
196,Środowiskowy Dom Pomocy Społecznej w Krakowie,DPS,DPS,ul. dr Józefa Babińskiego 25,Kraków,30-393,m. Kraków,małopolskie,50.0067,19.8817,87,10600,dla dorosłych niepełnosprawnych intelektualnie,12 262 02 27,
194,Dom Pomocy Społecznej ul. Łanowa 39 w Krakowie,DPS,DPS,ul. Łanowa 39,Kraków,30-725,m. Kraków,małopolskie,50.038,19.9949,130,10400,dla osób przewlekle somatycznie chorych,12 653 22 47,"https://mops.krakow.pl/start/259790,artykul,dps_dla_osob_przewlekle_somatycznie_chorych__ul__lanowa_39.html"
192,Dom Pomocy Społecznej im. Ludwika i Anny Helclów w Krakowie,DPS,DPS,ul. Helclów 2,Kraków,31-148,m. Kraków,małopolskie,50.0726,19.9375,387,10100,dla osób przewlekle somatycznie chorych,12 634 42 55,"https://dpshelclow.pl/nasz-dom/251311,artykul,kontakt.html"
168,Dom Pomocy Społecznej w Nowy Sączu,DPS,DPS,ul. Emilii Plater 20,Nowy Sącz,33-300,m. Nowy Sącz,małopolskie,49.6221,20.6988,72,8096,dla osób w podeszłym wieku,18 443 77 48,
167,Dom Pomocy Społecznej w Nowym Sączu,DPS,DPS,ul. Nawojowska 155,Nowy Sącz,33-300,m. Nowy Sącz,małopolskie,49.5976,20.722,91,7869,dla osób przewlekle psychicznie chorych ,18 444 49 96,
71,Dom Pomocy Społecznej w Nowy Sączu,DPS,DPS,ul. Nawojowska 159,Nowy Sącz,32-300,m. Nowy Sącz,małopolskie,49.5976,20.722,170,7711,dla osób przewlekle psychicznie chorych ,18 443 93 04,https://www.facebook.com/dpsnawojowska159/?locale=pl_PL
178,Dom Pomocy Społecznej w Tarnowie,DPS,DPS,ul. Szpitalna 53,Tarnów,33-100,m. Tarnów,małopolskie,50.0242,20.9964,164,7836,"dla osób przewlekle somatycznie chorych - 154 miejsca 
dla osób w podeszłym wieku - 10 miejsc",14 688 86 67,http://www.dps.okay.pl/
180,Dom Pomocy Społecznej w Tarnowie,DPS,DPS,ul. Czarna Droga 48,Tarnów,33-101,m. Tarnów,małopolskie,49.9971,20.9297,87,7132,"dla osób
w podeszłym wieku",14 633 02 15,https://dps.itarnow.pl/kontakt/
181,Dom Pomocy Społecznej im. Zofii Skorupy w Tarnowie,DPS,DPS,ul. Modrzejewskiej 48,Tarnów,33-100,m. Tarnów,małopolskie,50.0445,21.0012,17,6661,dla dorosłych niepełnosprawnych intelektualnie,14 625 07 15,https://dpshosteltarnow.wixsite.com/psonitarnow/kontakt
179,"Dom Pomocy Społecznej dla Dzieci, Młodzieży i Dorosłych Niepełnosprawnych Intelektualnie w Tarnowie",DPS,DPS,ul. Robotnicza 4,Tarnów,33-100,m. Tarnów,małopolskie,50.0006,20.976,80,7227,"dla dzieci
i młodzieży niepełnosprawnych intelektualnie – 52 miejsca,
dla dorosłych niepełnosprawnych intelektualnie – 28 miejsc",14 621 39 95,https://dpstarnow.diecezja.tarnow.pl/index.php/kontakt
66,Caritas Kielecka Dom Opieki w Charsznicy,DPS,DPS,ul. Młyńska 2,Charsznica,32-250,miechowski,małopolskie,50.3969,19.9444,30,5855,dla osób w podeszłym wieku  ,41 383 60 52,
63,Dom Pomocy Społecznej w Mianocicach,DPS,DPS,Mianocice 51,Książ Wielki,32-210,miechowski,małopolskie,50.4363,20.1169,90,6330,dla dorosłych niepełnosprawnych intelektualnie,41 383 80 22,
64,Dom Pomocy Społecznej w Miechowie,DPS,DPS,ul. Warszawska 49A,Miechów,32-200,miechowski,małopolskie,50.3689,20.0424,90,6900,dla dorosłych niepełnosprawnych intelektualnie,41 383 14 90,http://www.dps.miechow.net/kontakt/
65,Dom Pomocy Społecznej „BETANIA” w Miechowie,DPS,DPS,ul. ks. Skorupki 19,Miechów,32-200,miechowski,małopolskie,50.3581,20.0323,71,7170,"dla osób przewlekle somatycznie chorych
dla osób w podeszłym wieku",41 383 16 48,https://www.dpsbetania.pl/kontakt/
67,Dom Pomocy Społecznej „Dom Kombatanta” w Miechowie,DPS,DPS,ul. Szpitalna 1B,Miechów,32-200,miechowski,małopolskie,50.3556,20.0348,50,6800,dla osób w podeszłym wieku ,41 389 06 70,https://miechow.caritas.pl/dom_kombatanta/
68,Dom Pomocy Społecznej im. Tadeusza Piekarza w Harbutowicach,DPS,DPS,ul. Beskidzka 3,Harbutowice,32-440,myślenicki,małopolskie,49.8233,19.7888,75,8072,dla dorosłych niepełnosprawnych intelektualnie,12 273 20 02,https://dpsharbutowice.pl/kontakt/
70,Dom Pomocy Społecznej „Biały Potok” w Trzemeśni,DPS,DPS,Trzemeśnia 377,Myślenice,32-425,myślenicki,małopolskie,49.815,20.0135,76,7801,dla osób przewlekle psychicznie chorych ,12 273 50 36,https://dpstrzemesnia.pl/index.php/kontakt/
69,Dom Pomocy Społecznej w Pcimiu,DPS,DPS, Pcim 638,Pcim,32-432,myślenicki,małopolskie,49.7518,19.9838,60,8508,"dla osób w podeszłym wieku - 19 miejsc
osób przewlekle somatycznie chorych - 41 miejsc",12 274 80 18,https://dpspcim.pl/index.php/kontakt/
73,Dom Pomocy Społecznej ,DPS,DPS,Biała Niżna 640,Grybów,33-330,nowosądecki,małopolskie,49.6414,20.974,33,7500,"dla osób w podeszłym wieku - 7 miejsc
osób przewlekle somatycznie chorych - 26 miejsc",18 447 35 02,https://dps.gminagrybow.pl/pl/633/0/kontakt.html
72,Dom Pomocy Społecznej w Klęczanach,DPS,DPS,Klęczany 169,Klęczany,33-394,nowosądecki,małopolskie,49.6679,20.623,66,8400,dla osób przewlekle somatycznie chorych,18 443 37 57,http://dpskleczany.pl/kontakt/
198,Dom Pomocy Społecznej im. O. Pio w Mogilnie,DPS,DPS,233,Mogilno,33-326,nowosądecki,małopolskie,49.6562,20.8366,52,,"dla osób w podeszłym wieku - 24 miejsca
osób przewlekle somatycznie chorych - 28 miejsc",18 549 13 70,https://domopiekicalodobowej.pl/
169,Dom Pomocy Społecznej w Muszynie,DPS,DPS,ul. Zielona 26,Muszyna,33-370,nowosądecki,małopolskie,49.3598,20.8873,65,7700,dla osób przewlekle somatycznie chorych,18 471 40 14,
170,Dom Pomocy Społecznej w Zbyszycach,DPS,DPS,12,Zbyszyce,33-318,nowosądecki,małopolskie,49.7126,20.6629,122,8892,dla osób przewlekle psychicznie chorych,18 443 25 33,
172,Dom Pomocy Społecznej im. św. Siostry Faustyny Kowalskiej w Rabie Wyżnej,DPS,DPS,435a,Raba Wyżna,34-721,nowotarski,małopolskie,49.5673,19.9006,38,6644,"dla osób
w podeszłym wieku - 10 miejsc 
osób przewlekle somatycznie chorych - 28 miejsc



",18 267 15 20,https://dps-raba-wyzna.pl/kontakt/
171,Domów Pomocy Społecznej w Zaskalu,DPS,DPS,ul. Kardynała Karola Wojtyły 136,Zaskale,34-424,nowotarski,małopolskie,49.4525,19.9916,125,7251,"76 miejsc przeznaczonych dla osób w podeszłym wieku znajduje się w budynku w Zaskalu przy
ul. Kardynała Karola Wojtyły 136 34-424 Szaflary
dla osób przewlekle somatycznie chorych oraz osób niepełnosprawnych fizycznie (łącznie 49 miejsc) w budynku w Rabce-Zdroju
ul. Parkowa 4, 34-700 Rabka-Zdrój (tel./fax 18 26 80434).",18 265 55 92,https://dpssmrek.nowotarski.org.pl/kontakt/
74,Dom Pomocy Społecznej ,DPS,DPS,ul. Jana Kantego 4,Olkusz,32-300,olkuski,małopolskie,50.2786,19.5562,98,8600,dla osób przewlekle somatycznie chorych,32 643 37 39,https://www.dpsolkusz.pl/kategorie/kontakt
75,Dom Pomocy Społecznej ,DPS,DPS,ul. Księżnej Ogińskiej 2,Bobrek,32-661,oświęcimski,małopolskie,50.0671,19.2625,190,8720,dla dorosłych niepełnosprawnych intelektualnie,33 846 44 04,https://dpsbobrek.pl/kontakt/
76,Dom Pomocy Społecznej Braci Albertynów,DPS,DPS,ul. Bł. Faustyny 4,Bulowice,32-652,oświęcimski,małopolskie,49.8837,19.2997,81,6820,dla osób przewlekle psychicznie chorych ,33 843 60 50,https://www.dps-bulowice.pl/kontakt/
173,Dom Pomocy Społecznej Caritas Archidiecezji Krakowskiej w Zatorze,DPS,DPS,ul. Jana Pawła II 3,Zator,32-640,oświęcimski,małopolskie,49.9929,19.4363,52,7538,dla dorosłych niepełnosprawnych intelektualnie,33 841 22 39,http://www.zator.caritas.pl/index_kontakt.html
175,Dom Pomocy Społecznej im. Św. Matki Teresy z Kalkuty w Pieczonogach,DPS,DPS,54,Pieczonogi,32-109,proszowicki,małopolskie,50.2551,20.2975,30,6267,dla osób przewlekle somatycznie chorych,41 384 82 63,https://kielce.caritas.pl/kontakt/
174,Dom Pomocy Społecznej im. Adama Chmielowskiego w Łyszkowicach,DPS,DPS,64,Łyszkowice,32-104,proszowicki,małopolskie,50.178,20.2105,145,8005,dla osób przewlekle psychicznie chorych,12 386 95 25,"http://www.dpslyszkowice.pl/kontakt,22.html"
177,Dom Pomocy Społecznej w Makowie Podhalańskim,DPS,DPS,ul. Żeromskiego 17,Maków Podhalański,34-220,suski,małopolskie,49.7252,19.6951,75,6948,dla osób przewlekle psychicznie chorych,33 877 14 94,https://dpsmakow.naszdps.pl/dps/kontakt-1
176,Dom Pomocy Społecznej w Łętowni,DPS,DPS,353,Łętownia,34-242,suski,małopolskie,49.7003,19.8654,100,6528,"dla osób w podeszłym wieku - 51 miejsc, 
osób niepełnosprawnych fizyczne - 15 miejsc 
dzieci i młodzieży niepełnosprawnych intelektualnie - 34 miejsca",18 277 30 10,http://www.dpsletownia.pl/kontakt.html
188,Dom Pomocy Społecznej w Jadownikach Mokrych,DPS,DPS,340,Jadowniki Mokre,33-271,tarnowski,małopolskie,50.1667,20.7339,16,7280,"dla dorosłych niepełnosprawnych intelektualnie - 8 miejsc
dla dzieci i młodzieży niepełnosprawnych intelektualnie - 8 miejsc",14 641 75 01,https://www.jadowniki.caritas.pl/kontakt
189,Dom Pomocy Społecznej w Nowodworzu,DPS,DPS,64,Nowodworze,33-112,tarnowski,małopolskie,49.9726,20.98,142,7630,dla osób przewlekle psychicznie chorych,14 679 53 12,"https://www.dpsnowodworze.pl/?pl_kontakt,2"
183,Dom Pomocy Społecznej w Sieradzy,DPS,DPS,208,Sieradza,33-240,tarnowski,małopolskie,50.1415,20.9047,85,7800,dla osób przewlekle psychicznie chorych,14 645 61 05,https://dpssieradza.pl/web/
184,Dom Pomocy Społecznej w Stróżach,DPS,DPS,1,Stróże,32-840,tarnowski,małopolskie,49.8376,20.7603,108,7800,dla osób przewlekle psychicznie chorych,14 665 52 77,https://www.dpsstroze.pl/kontakt/
185,Dom Pogodnej Jesieni w Tuchowie,DPS,DPS,ul. św. Józefa 9,Tuchów,33-170,tarnowski,małopolskie,49.9027,21.0604,52,6170,dla osób przewlekle somatycznie chorych,14 652 54 59,https://dpjtuchow.pl/kontakt/
182,Dom Pomocy Społecznej w Tuchowie,DPS,DPS,Karwodrza 116,Tuchów,33-170,tarnowski,małopolskie,49.9194,21.063,80,7700,dla dorosłych niepełnosprawnych intelektualnie,14 652 55 62,https://www.dpskarwodrza.pl/index.php?option=com_content&view=article&id=13&Itemid=133
186,Dom Pomocy Społecznej w Wietrzychowicach,DPS,DPS,9,Wietrzychowice,33-270,tarnowski,małopolskie,50.1897,20.7537,75,7700,dla osób przewlekle somatycznie chorych,14 641 80 29,https://dpswietrzychowice.pl/?page_id=38
187,Dom Pomocy Społecznej w Zakliczynie,DPS,DPS,ul. Grabina 11,Zakliczyn,32-840,tarnowski,małopolskie,49.8504,20.7957,57,6650,dla osób przewlekle somatycznie chorych,14 665 36 31,https://www.samarytanie.org.pl/kontakt/
191,Dom Pomocy Społecznej dla Dzieci i Młodzieży Niepełnosprawnych Intelektualnie w Białce Tatrzańskiej,DPS,DPS,ul. Środkowa 186,Białka Tatrzańska,34-405,tatrzański,małopolskie,49.3901,20.1043,70,7334,dla dzieci i młodzieży niepełnosprawnych intelektualnie,18 265 41 24,http://www.dpsserafitki.pl/kontakt-i-dojazd-dps
190,Dom Pomocy Społecznej im. Jana Pawła II w Zakopanem,DPS,DPS,ul. Szpitalna 21,Zakopane,34-500,tatrzański,małopolskie,49.3104,19.9594,70,8216,"dla osób w podeszłym wieku - 25 miejsc
dla osób przewlekle somatycznie chorych - 45 miejsc",18 206 83 10,https://dpszakopane.pl/kontakt/
80,Dom Pomocy Społecznej im. św. Brata Alberta,DPS,DPS,ul. Dworska 150,Izdebnik,34-144,wadowicki,małopolskie,49.8748,19.7852,78,8908,dla dorosłych niepełnosprawnych intelektualnie,33 876 32 22,https://dpsizdebnik.com.pl/kontakt/
81,Dom Pomocy Społecznej w Zebrzydowicach,DPS,DPS,Zebrzydowice 1,Kalwaria Zebrzydowska,34-130,wadowicki,małopolskie,49.8828,19.6774,67,7500,dla osób przewlekle psychicznie chorych ,33 876 65 08,https://bonifratrzy.pl/dps-zebrzydowice/kontakt/
79,Dom Pomocy Społecznej im. św. O. Rafała Kalinowskiego,DPS,DPS,ul. Pułaskiego 5,Wadowice,34-100,wadowicki,małopolskie,49.8842,19.4868,111,7855,dla osób przewlekle psychicznie chorych,33 873 10 11,https://www.dps-wadowice.pl/kontakt/
78,Dom Pomocy Społecznej w Wadowicach,DPS,DPS,ul. Lwowska 31,Wadowice,34-100,wadowicki,małopolskie,49.8815,19.4987,70,7845,"dla dzieci i młodzieży niepełnosprawnych intelektualnie - 60 miejsc
dla dorosłych niepełnosprawnych - 10 miejsc",33 873 85 98,https://dpswadowice.pl/kontakt/
77,Dom Pomocy Społecznej ,DPS,DPS,ul. Parkowa 1,Wadowice,34-100,wadowicki,małopolskie,49.8735,19.4866,70,8090,dla osób w podeszłym wieku,33 823 34 91,https://dpswadowiceparkowa.pl/kontakt
86,Dom Pomocy Społecznej w Staniątkach,DPS,DPS,Staniątki 287,Niepołomice,32-005,wielicki,małopolskie,50.0084,20.1943,24,7990,dla osób przewlekle somatycznie chorych ,12 385 80 95,https://pomocblizniemu.org/dom-pomocy-spolecznej-staniatki/
82,Dom Pomocy Społecznej w Biskupicach,DPS,DPS,Biskupice 5,Wieliczka,32-020,wielicki,małopolskie,49.9658,20.1184,75,6909,"dla osób w podeszłym wieku - 60 miejsc
dla osób przewlekle somatycznie chorych - 15 miejsc",12 250 76 77,https://krakowcaritas.pl/placowki/dom-pomocy-spolecznej/
85,Dom Pomocy Społecznej w Sułkowie ,DPS,DPS,Sułków 278,Wieliczka,32-020,wielicki,małopolskie,49.9807,20.1047,60,8085,dla osób przewlekle psychicznie chorych ,12 250 03 61,https://pomocblizniemu.org/dom-pomocy-spolecznej-w-sulkowie/
83,Dom Pomocy Społecznej w Śledziejowicach,DPS,DPS,Śledziejowice 83,Wieliczka,32-020,wielicki,małopolskie,50.0045,20.0841,12,9988,dla dorosłych niepełnosprawnych intelektualnie ,12 288 24 70,https://www.larche.org.pl/sledziejowice/kontakt/
84,Dom Pomocy Społecznej w Grabiu,DPS,DPS,Grabie 28,Węgrzce Wielkie,32-002,wielicki,małopolskie,50.0417,20.1391,39,7554,dla osób przewlekle somatycznie chorych ,12 278 55 65,https://gaudiumetspes.pl/dps-grabie/
307,Dzienny Dom Senior+ — Bocheński,Dzienny Dom Senior+,DD Senior+,ul. Karolina 14 D,Bochnia,32-700,bocheński,małopolskie,49.9693563,20.430541,30,,,506639373,
224,Dzienny Dom Senior+ — Drwinia,Dzienny Dom Senior+,DD Senior+,Wola Drwińska 21,Drwinia,32-709,bocheński,małopolskie,50.0975447,20.4685687,15,,,"782 484 363, 12 281 76 02",
212,Dzienny Dom Senior+ — Brzesko,Dzienny Dom Senior+,DD Senior+,ul. Okocimska 44,Brzesko,32-800,brzeski,małopolskie,49.9678396,20.6068496,20,,,"507 820 899, 14 68 48 595",
254,Dzienny Dom Senior+ — Libiąż,Dzienny Dom Senior+,DD Senior+,ul. Piłsudskiego 22,Libiąż,32-590,chrzanowski,małopolskie,50.1030516,19.3147486,20,,,"531 389 386, 32 672 50 31",
219,Dzienny Dom Senior+ — Dąbrowa Tarnowska,Dzienny Dom Senior+,DD Senior+,ul. Berka Joselewicza 8,Dąbrowa Tarnowska,33-200,dąbrowski,małopolskie,50.1743495,20.9850707,20,,,"14 657 81 74, 696 182 753",
238,Dzienny Dom Senior+ — Iwanowice,Dzienny Dom Senior+,DD Senior+,Grzegorzowice Wielkie 31,Iwanowice Włościańskie,32-095,krakowski,małopolskie,50.2222622,19.9786383,30,,,603334633,
222,Dzienny Dom Senior+ — Dobra,Dzienny Dom Senior+,DD Senior+,Dobra 545,Dobra,34-642,limanowski,małopolskie,49.7159366,20.2483768,15,,,699877155,
